x,y
0.5,33228.43493415221
1.5,33242.52788773638
2.5,33114.558087836085
3.5,32593.83027655533
4.5,32850.7374257534
5.5,33290.662695335515
6.5,34287.62661045169
7.5,34384.52462350787
8.5,34478.133317504
9.5,34674.538210052124
10.5,35362.93436802868
11.5,35889.58089493769
12.5,35391.959997179525
13.5,34838.09869777631
14.5,35318.18761919786
15.5,35441.844817390884
16.5,36044.23345871856
17.5,36652.08472853752
18.5,37075.10951995682
19.5,36771.56722022468
20.5,36340.922423028314
21.5,36211.32188692942
22.5,35023.85455740498
23.5,33886.10362823861
