x,y
0.5,12014.100802687417
1.5,11481.194855223575
2.5,10935.018983644546
3.5,10728.783201298425
4.5,10561.947360288608
5.5,10258.638121452335
6.5,11480.523581707293
7.5,13274.759962085278
8.5,15475.267169823079
9.5,16980.8729667815
10.5,17846.81192062027
11.5,17976.069831313893
12.5,17906.804148313688
13.5,17730.57544666959
14.5,17649.64347037244
15.5,17719.76683879708
16.5,17860.082894481384
17.5,17879.497169865495
18.5,17306.883044740393
19.5,17263.926139939183
20.5,17434.461137925195
21.5,16878.50225045446
22.5,15241.493777815638
23.5,13557.499094067902
