x,y
0.5,18627.314216282386
1.5,17961.944715643018
2.5,17606.502981804995
3.5,17246.229378070457
4.5,17292.27929943786
5.5,17590.627325504774
6.5,20456.24290040746
7.5,21675.952511836265
8.5,21547.01749023497
9.5,22041.344006145224
10.5,22424.613240895327
11.5,23390.21852144008
12.5,20459.642547648575
13.5,20588.69712625106
14.5,21496.85433742183
15.5,22432.64639879552
16.5,23023.02943685132
17.5,24092.072173830722
18.5,24958.936463669987
19.5,22603.47487416993
20.5,22448.352175394262
21.5,22366.2645868087
22.5,21346.597757184445
23.5,19598.258110457882
