x,y,p,d,ynorm
13.5,11084.987283370258,nx,gongzuori,0.04094239869711365
14.5,11253.439353404176,nx,gongzuori,0.04156457638991348
15.5,11328.328577777427,nx,gongzuori,0.04184117972774564
16.5,11523.359247621205,nx,gongzuori,0.04256152547454575
17.5,11929.145198310987,nx,gongzuori,0.04406029581628106
18.5,11925.036920560091,nx,gongzuori,0.04404512189308784
19.5,11846.506708427307,nx,gongzuori,0.04375507056756825
20.5,11969.415865302242,nx,gongzuori,0.04420903551815047
21.5,11910.54709909385,nx,gongzuori,0.043991603739899625
22.5,11591.791904835169,nx,gongzuori,0.042814281482643324
23.5,11261.154381373502,nx,gongzuori,0.041593071844441734
0.5,10499.021191764203,nx,jiejiari,0.04163230846660042
1.5,10362.421960669617,nx,jiejiari,0.04109064451323196
2.5,10378.362632068543,nx,jiejiari,0.04115385487701001
3.5,10379.534905367173,nx,jiejiari,0.041158503352585425
4.5,10332.171281913446,nx,jiejiari,0.04097068994162972
5.5,10531.94585386784,nx,jiejiari,0.04176286632183481
6.5,10629.706778716096,nx,jiejiari,0.042150522742840556
7.5,10652.499206491397,nx,jiejiari,0.04224090272841373
8.5,10235.050167001029,nx,jiejiari,0.040585570591853984
9.5,10336.939269008395,nx,jiejiari,0.040989596685970554
10.5,10121.495148684804,nx,jiejiari,0.04013528504007512
11.5,10177.534275143667,nx,jiejiari,0.040357499869088355
12.5,9683.29492079492,nx,jiejiari,0.03839766714937528
13.5,10086.444557311172,nx,jiejiari,0.03999629712821639
14.5,10142.338008026165,nx,jiejiari,0.04021793430171355
15.5,10322.434039196361,nx,jiejiari,0.040932078352510365
16.5,10446.62651015458,nx,jiejiari,0.04142454514210192
17.5,10777.34250006974,nx,jiejiari,0.042735950258398436
18.5,11052.795896788395,nx,jiejiari,0.04382821977294705
19.5,11285.868781433943,nx,jiejiari,0.044752435664269896
20.5,11213.425839311569,nx,jiejiari,0.04446517394171688
21.5,10976.570167312395,nx,jiejiari,0.04352595796923473
22.5,10788.431447232819,nx,jiejiari,0.04277992183064607
23.5,10772.203762397725,nx,jiejiari,0.042715573357734765
0.5,7985.105728083914,qh,gongzuori,0.04152086741364732
1.5,7988.905083382378,qh,gongzuori,0.041540623260717696
2.5,7915.942425767185,qh,gongzuori,0.04116123281353389
3.5,7799.034977656404,qh,gongzuori,0.040553338714448446
4.5,7856.88632467574,qh,gongzuori,0.04085415353031778
5.5,7892.404071628107,qh,gongzuori,0.0410388383312784
6.5,8082.625627894944,qh,gongzuori,0.04202795034631345
7.5,8041.7758999888365,qh,gongzuori,0.04181554036778208
8.5,8168.909750736465,qh,gongzuori,0.04247660960599057
9.5,7742.450156525959,qh,gongzuori,0.04025910956635851
10.5,7645.298917743179,qh,gongzuori,0.03975394359336653
11.5,7903.522489536603,qh,gongzuori,0.04109665176187639
12.5,8112.628936438715,qh,gongzuori,0.04218396122937982
13.5,8130.322882434484,qh,gongzuori,0.04227596602064147
14.5,8284.42771451771,qh,gongzuori,0.04307727867931122
15.5,8133.424433668983,qh,gongzuori,0.042292093433598736
16.5,8151.888111023647,qh,gongzuori,0.04238810066575286
17.5,8098.724313166429,qh,gongzuori,0.042111660117912404
18.5,7941.0586803944825,qh,gongzuori,0.041291832045882146
19.5,8027.6509733644825,qh,gongzuori,0.041742093725299356
20.5,8184.282014841213,qh,gongzuori,0.042556542140571293
21.5,8118.540714686274,qh,gongzuori,0.04221470123072163
22.5,8005.319318128955,qh,gongzuori,0.04162597382310439
23.5,8104.354822890761,qh,gongzuori,0.04214093758219356
0.5,8077.540801574024,qh,jiejiari,0.041115126617143165
1.5,7994.542963481278,qh,jiejiari,0.04069266305973626
2.5,7966.418290814336,qh,jiejiari,0.04054950693014522
3.5,7941.234268434471,qh,jiejiari,0.040421318872131906
4.5,7962.790825522979,qh,jiejiari,0.040531042932448746
5.5,8072.838408690728,qh,jiejiari,0.0410911911789263
6.5,8167.156519134838,qh,jiejiari,0.0415712755447575
7.5,8270.133514787078,qh,jiejiari,0.04209543411218557
8.5,8466.937016630603,qh,jiejiari,0.04309717475277967
9.5,8282.146465227152,qh,jiejiari,0.042156580690150595
10.5,8180.208206075642,qh,jiejiari,0.041637709348599616
11.5,8250.270608595454,qh,jiejiari,0.04199433082801597
12.5,8194.492169347426,qh,jiejiari,0.04171041550669164
13.5,8224.744372301955,qh,jiejiari,0.04186440088237437
14.5,8138.1656755877175,qh,jiejiari,0.04142371055778209
15.5,8103.891486975365,qh,jiejiari,0.04124925305405495
16.5,8110.806644365086,qh,jiejiari,0.041284451585221815
17.5,8379.626385906853,qh,jiejiari,0.04265275884385227
18.5,8325.582645353039,qh,jiejiari,0.04237767323421956
19.5,8380.577209643681,qh,jiejiari,0.04265759858892947
20.5,8390.940376922457,qh,jiejiari,0.04271034767993233
21.5,8292.980559699237,qh,jiejiari,0.04221172682644929
22.5,8095.545955454171,qh,jiejiari,0.041206773839946316
23.5,8191.961553613635,qh,jiejiari,0.04169753453352542
0.5,28611.192048798686,sc,gongzuori,0.03708569315056466
1.5,27023.898869027253,sc,gongzuori,0.03502825116406556
2.5,25941.38950781482,sc,gongzuori,0.033625107599335145
3.5,24928.911586162692,sc,gongzuori,0.03231273845861321
4.5,24353.182548120247,sc,gongzuori,0.03156648117557881
5.5,24856.251255814674,sc,gongzuori,0.0322185564786765
6.5,25207.59335659668,sc,gongzuori,0.032673964464413445
7.5,24868.70919276844,sc,gongzuori,0.03223470439821682
8.5,28436.76431969855,sc,gongzuori,0.03685960074493107
9.5,32014.656792421127,sc,gongzuori,0.04149724821319431
10.5,34189.731927981855,sc,gongzuori,0.044316570418268766
11.5,37360.239581865084,sc,gongzuori,0.04842616759209107
12.5,36673.04077931831,sc,gongzuori,0.047535423722306895
13.5,37778.6112166289,sc,gongzuori,0.048968458945883246
14.5,38031.258101117666,sc,gongzuori,0.04929593865443981
15.5,37761.11319048996,sc,gongzuori,0.048945778086343296
16.5,37481.0913449835,sc,gongzuori,0.048582815081509544
17.5,36770.54227023391,sc,gongzuori,0.04766180469824286
18.5,34783.2821431976,sc,gongzuori,0.04508592742770057
19.5,33578.085189354984,sc,gongzuori,0.04352375677993551
20.5,36038.916909324806,sc,gongzuori,0.046713475331554156
21.5,37019.35750267333,sc,gongzuori,0.04798431783735627
22.5,35014.31371428554,sc,gongzuori,0.04538538946824914
23.5,32766.535681714267,sc,gongzuori,0.04247183010852934
0.5,19300.297400650794,sc,jiejiari,0.03804621473702575
1.5,18812.953025784253,sc,jiejiari,0.037085524424739225
2.5,18351.328727699158,sc,jiejiari,0.03617553548476662
3.5,18236.525308599805,sc,jiejiari,0.03594922624999537
4.5,18097.20690705476,sc,jiejiari,0.035674591216556806
5.5,18202.436227578946,sc,jiejiari,0.035882027259752675
6.5,19048.378613436114,sc,jiejiari,0.037549613255934707
7.5,19494.97102839243,sc,jiejiari,0.038429970204153646
8.5,20929.094162453956,sc,jiejiari,0.04125702284407832
9.5,21894.97158354055,sc,jiejiari,0.04316103390719625
10.5,22459.48777881085,sc,jiejiari,0.044273851183631495
11.5,24044.240359975192,sc,jiejiari,0.04739783605062123
12.5,22056.24439845589,sc,jiejiari,0.0434789471507148
13.5,21744.60019523136,sc,jiejiari,0.04286461038526009
14.5,21871.015343748448,sc,jiejiari,0.04311380954456071
15.5,22642.850074574613,sc,jiejiari,0.0446353088925198
16.5,22923.509945329744,sc,jiejiari,0.045188566984307316
17.5,23595.810689489717,sc,jiejiari,0.04651385736451203
18.5,23365.808904704416,sc,jiejiari,0.04606046034620776
19.5,23923.519122602254,sc,jiejiari,0.04715986116220032
20.5,23600.805045102286,sc,jiejiari,0.04652370261830084
21.5,22314.547442744217,sc,jiejiari,0.0439881337651081
22.5,20496.79758178883,sc,jiejiari,0.04040484693214067
23.5,19878.214063988125,sc,jiejiari,0.039185448035715546
0.5,58289.47879929972,sd,gongzuori,0.040055535519257064
1.5,57083.67952851956,sd,gongzuori,0.0392269308291014
2.5,55314.38905034143,sd,gongzuori,0.03801110459334856
3.5,54372.70632948782,sd,gongzuori,0.03736399629095839
4.5,53917.01571188349,sd,gongzuori,0.03705085347178703
5.5,54698.92014339354,sd,gongzuori,0.03758816485926492
6.5,56777.42141882859,sd,gongzuori,0.039016475480323526
7.5,56526.748368687695,sd,gongzuori,0.03884421723628927
8.5,60632.09336741859,sd,gongzuori,0.04166534028975952
9.5,63372.08178851021,sd,gongzuori,0.04354821359355559
10.5,64793.48475647706,sd,gongzuori,0.044524977466614234
11.5,65765.69190613742,sd,gongzuori,0.045193061635789615
12.5,64911.574898137704,sd,gongzuori,0.044606126997562154
13.5,65347.50236270716,sd,gongzuori,0.044905688915091106
14.5,66192.71934091562,sd,gongzuori,0.0454865076046642
15.5,66136.78196675042,sd,gongzuori,0.04544806839532691
16.5,65107.70320288851,sd,gongzuori,0.04474090302299767
17.5,63979.506595056184,sd,gongzuori,0.04396562555906063
18.5,62070.26780777513,sd,gongzuori,0.042653629232553794
19.5,61587.78657048923,sd,gongzuori,0.0423220763565361
20.5,60951.30873957924,sd,gongzuori,0.04188469964827942
21.5,60469.401036278185,sd,gongzuori,0.04155354089503267
22.5,58420.33458964914,sd,gongzuori,0.04014545738622535
23.5,58497.9665143489,sd,gongzuori,0.04019880472062075
0.5,46562.57232568405,sd,jiejiari,0.04031421933848506
1.5,46461.168547290465,sd,jiejiari,0.04022642319751337
2.5,45899.04416497881,sd,jiejiari,0.039739731751741975
3.5,45260.236638304945,sd,jiejiari,0.039186647472693244
4.5,45262.83891930626,sd,jiejiari,0.03918890054682183
5.5,46539.829993343265,sd,jiejiari,0.04029452885901923
6.5,48754.88121898035,sd,jiejiari,0.04221233658518423
7.5,48332.029675951104,sd,jiejiari,0.04184622859325324
8.5,48090.427809419365,sd,jiejiari,0.04163704791114184
9.5,47945.166290227775,sd,jiejiari,0.0415112794139641
10.5,48175.952358783245,sd,jiejiari,0.04171109569823067
11.5,48490.592947589736,sd,jiejiari,0.04198351384603429
12.5,46396.63357174574,sd,jiejiari,0.04017054833860489
13.5,47317.76688159952,sd,jiejiari,0.04096807236785501
14.5,48175.66058171518,sd,jiejiari,0.04171084307548815
15.5,48677.51919401599,sd,jiejiari,0.04214535597206286
16.5,49383.265570821975,sd,jiejiari,0.04275639640240875
17.5,51124.12381956602,sd,jiejiari,0.044263644343656317
18.5,52876.79793235679,sd,jiejiari,0.045781122547345614
19.5,50185.226783827544,sd,jiejiari,0.043450740349214936
20.5,49630.8855697638,sd,jiejiari,0.042970787628050504
21.5,49465.84031528848,sd,jiejiari,0.042827890226610675
22.5,47483.50260324482,sd,jiejiari,0.04111156758087496
23.5,48499.32942613514,sd,jiejiari,0.04199107795374427
0.5,20129.015482738,sh,gongzuori,0.03532851276373573
1.5,19208.334770114365,sh,gongzuori,0.033712622491549146
2.5,18592.31628918947,sh,gongzuori,0.032631446078091896
3.5,18081.887522746427,sh,gongzuori,0.031735590580055976
4.5,17798.349314235675,sh,gongzuori,0.031237951575954204
5.5,18216.268245177347,sh,gongzuori,0.03197144270465055
6.5,18692.069273964848,sh,gongzuori,0.03280652292667795
7.5,21000.037055191828,sh,gongzuori,0.03685724608734578
8.5,24479.509955926977,sh,gongzuori,0.042964082404805544
9.5,26629.00881494984,sh,gongzuori,0.04673667614848601
10.5,27859.947811784492,sh,gongzuori,0.048897101932764746
11.5,27713.93844753269,sh,gongzuori,0.04864084033402842
12.5,27938.763434905857,sh,gongzuori,0.049035431537101964
13.5,28202.567985357608,sh,gongzuori,0.04949843592178032
14.5,27853.995923807153,sh,gongzuori,0.0488866557512038
15.5,27571.760481175625,sh,gongzuori,0.04839130323652481
16.5,27144.301839387103,sh,gongzuori,0.04764106892450168
17.5,25987.24597784975,sh,gongzuori,0.045610315716142706
18.5,24944.438944935053,sh,gongzuori,0.04378008106785433
19.5,25426.213156925794,sh,gongzuori,0.04462564484677585
20.5,25567.977470723683,sh,gongzuori,0.04487445594107631
21.5,25069.37411222168,sh,gongzuori,0.043999355262159076
22.5,23721.731250377034,sh,gongzuori,0.04163410207397086
23.5,21937.797858583912,sh,gongzuori,0.038503113692762415
0.5,10921.041605017686,sh,jiejiari,0.03705317003396642
1.5,10559.867930780281,sh,jiejiari,0.03582777139093202
2.5,10307.026328911608,sh,jiejiari,0.034969924382877764
3.5,10149.46055436626,sh,jiejiari,0.03443533147068888
4.5,10175.049418488166,sh,jiejiari,0.034522149978261404
5.5,10660.44638404353,sh,jiejiari,0.03616901636236443
6.5,10766.422988570674,sh,jiejiari,0.03652857630995794
7.5,11375.713536054174,sh,jiejiari,0.03859579178926002
8.5,12098.583924553132,sh,jiejiari,0.04104836365797857
9.5,12910.079212522201,sh,jiejiari,0.043801624196155214
10.5,13180.908231447116,sh,jiejiari,0.0447204993411548
11.5,13179.962841011775,sh,jiejiari,0.04471729179797201
12.5,12905.873014303046,sh,jiejiari,0.04378735330666979
13.5,13044.755740324234,sh,jiejiari,0.04425855792690303
14.5,12983.515242213707,sh,jiejiari,0.04405077970651684
15.5,13153.492322585123,sh,jiejiari,0.04462748199267841
16.5,13454.672300007336,sh,jiejiari,0.045649332592453074
17.5,13722.062295164622,sh,jiejiari,0.046556539735716065
18.5,14114.650053649873,sh,jiejiari,0.047888520831889554
19.5,13935.681533794403,sh,jiejiari,0.04728131217572207
20.5,13691.008186900313,sh,jiejiari,0.04645117861766648
21.5,13246.52228495333,sh,jiejiari,0.04494311626444044
22.5,12541.319639768131,sh,jiejiari,0.04255048793598095
23.5,11661.621813536325,sh,jiejiari,0.039565828201793905
0.5,17960.519767545593,sn,gongzuori,0.03891159094194453
1.5,17182.07974126825,sn,gongzuori,0.03722509521312522
2.5,16357.299347903885,sn,gongzuori,0.03543820275684326
3.5,15800.446536287624,sn,gongzuori,0.03423177726911113
4.5,15288.475388293922,sn,gongzuori,0.03312258821764466
5.5,15257.902734748228,sn,gongzuori,0.03305635235118998
6.5,15957.528158808751,sn,gongzuori,0.034572095696369785
7.5,16277.00817990104,sn,gongzuori,0.03526425138316291
8.5,17651.17256682238,sn,gongzuori,0.03824138808092665
9.5,19064.625240461228,sn,gongzuori,0.04130364312500485
10.5,20080.35275342888,sn,gongzuori,0.043504223843414486
11.5,21066.21329738889,sn,gongzuori,0.0456400975658272
12.5,21708.56450974662,sn,gongzuori,0.04703175593316975
13.5,21809.29162744237,sn,gongzuori,0.047249981933935085
14.5,21816.27042296342,sn,gongzuori,0.047265101542949585
15.5,21686.20166093404,sn,gongzuori,0.046983306665745767
16.5,21458.729978602918,sn,gongzuori,0.046490487684541296
17.5,21539.9632412858,sn,gongzuori,0.0466664801128956
18.5,20657.69851433681,sn,gongzuori,0.04475504744825858
19.5,20402.285289134245,sn,gongzuori,0.04420169292016726
20.5,21576.831998437734,sn,gongzuori,0.046746356531585126
21.5,21535.472169114062,sn,gongzuori,0.046656750173812586
22.5,20335.342751508408,sn,gongzuori,0.04405666144700137
23.5,19102.210181642655,sn,gongzuori,0.04138507116137334
0.5,11286.5007448389,sn,jiejiari,0.0382358970427607
1.5,10783.158924028481,sn,jiejiari,0.03653069837464174
2.5,10466.248016610563,sn,jiejiari,0.03545708192772835
3.5,10420.444680692515,sn,jiejiari,0.03530191145674084
4.5,10486.59544310216,sn,jiejiari,0.035526014019437425
5.5,10730.201830063219,sn,jiejiari,0.036351292725511256
6.5,11393.644394595447,sn,jiejiari,0.038598873456220845
7.5,12331.12406848766,sn,jiejiari,0.04177482471879573
8.5,12358.426607774802,sn,jiejiari,0.041867319027243506
9.5,12600.802081309499,sn,jiejiari,0.04268842770045215
10.5,12562.20020196288,sn,jiejiari,0.042557653998511864
11.5,12597.277390854879,sn,jiejiari,0.0426764869134556
12.5,12311.07514746086,sn,jiejiari,0.041706903890407036
13.5,12161.694534142936,sn,jiejiari,0.041200839001019555
14.5,12459.490015728908,sn,jiejiari,0.04220969707236885
15.5,12594.485211503828,sn,jiejiari,0.04266702769446423
16.5,12942.899350140975,sn,jiejiari,0.0438473693640702
17.5,13568.337146299404,sn,jiejiari,0.04596619925840218
18.5,13747.10735781561,sn,jiejiari,0.046571828900075836
19.5,14643.18094317863,sn,jiejiari,0.04960750648759961
20.5,14380.188388911436,sn,jiejiari,0.04871655220023367
21.5,13663.47139834052,sn,jiejiari,0.046288490777139514
22.5,12579.185449307763,sn,jiejiari,0.04261519585168737
23.5,12113.01011928493,sn,jiejiari,0.04103590814103189
0.5,23553.022558231896,sx,gongzuori,0.03895429330922858
1.5,23246.92168636705,sx,gongzuori,0.038448033736158786
2.5,22850.208696106394,sx,gongzuori,0.03779191097552424
3.5,22729.320832139987,sx,gongzuori,0.03759197479753133
4.5,22437.141935619846,sx,gongzuori,0.037108740749515944
5.5,22850.586256491246,sx,gongzuori,0.037792535421832016
6.5,23889.331939156225,sx,gongzuori,0.03951051467040554
7.5,24391.827107927205,sx,gongzuori,0.04034159034837341
8.5,23911.77174412021,sx,gongzuori,0.039547627815531936
9.5,24655.83714966378,sx,gongzuori,0.04077823598809806
10.5,25515.73401331362,sx,gongzuori,0.04220041755988933
11.5,27046.22608155354,sx,gongzuori,0.04473169509704044
12.5,26491.494539231033,sx,gongzuori,0.04381422579329882
13.5,25907.78165165808,sx,gongzuori,0.04284882430503223
14.5,26231.819342413924,sx,gongzuori,0.04338474954425536
15.5,26362.128910445845,sx,gongzuori,0.04360026825832122
16.5,26855.688799053427,sx,gongzuori,0.04441656589566078
17.5,27317.155897392466,sx,gongzuori,0.04517978533625758
18.5,26913.28592221075,sx,gongzuori,0.044511825653668104
19.5,27082.63466443399,sx,gongzuori,0.044791911173893924
20.5,27398.86866116314,sx,gongzuori,0.045314929900364405
21.5,26683.763958574073,sx,gongzuori,0.044132219772074426
22.5,25733.741161356786,sx,gongzuori,0.04256097911275949
23.5,24575.97054664454,sx,gongzuori,0.040646144785284014
0.5,21075.415739221793,sx,jiejiari,0.039974164560351834
1.5,20897.968992282265,sx,jiejiari,0.03963759774949367
2.5,20542.202813422333,sx,jiejiari,0.038962808888636805
3.5,20529.46398222812,sx,jiejiari,0.038938646891513475
4.5,20507.921240741205,sx,jiejiari,0.03889778634081618
5.5,20898.332461050897,sx,jiejiari,0.03963828714801134
6.5,21542.3777757776,sx,jiejiari,0.04085986083907246
7.5,22288.142317217455,sx,jiejiari,0.04227436743157173
8.5,21582.941510710854,sx,jiejiari,0.0409367988902819
9.5,21139.938196083913,sx,jiejiari,0.04009654560091393
10.5,21076.599843132928,sx,jiejiari,0.03997641047403563
11.5,21821.39171597652,sx,jiejiari,0.04138907218646179
12.5,21673.38194322274,sx,jiejiari,0.04110833907610188
13.5,21000.183262875078,sx,jiejiari,0.03983146961060669
14.5,21032.19890839218,sx,jiejiari,0.03989219432883964
15.5,21396.82151383541,sx,jiejiari,0.04058378135197421
16.5,22214.679729769625,sx,jiejiari,0.042135029465668467
17.5,23994.213572747387,sx,jiejiari,0.04551030706683692
18.5,25229.49967315938,sx,jiejiari,0.04785329903757598
19.5,24818.77172096893,sx,jiejiari,0.04707426307674119
20.5,24313.166891611916,sx,jiejiari,0.04611527223635589
21.5,23550.370632079743,sx,jiejiari,0.044668461241884574
22.5,22389.868716451638,sx,jiejiari,0.04246731393727466
23.5,21710.068164363453,sx,jiejiari,0.04117792256897918
0.5,8840.671377473655,tj,gongzuori,0.035105221271644414
1.5,8619.552152663575,tj,gongzuori,0.03422718396170082
2.5,8520.402945077325,tj,gongzuori,0.03383347462418463
3.5,8385.510064059083,tj,gongzuori,0.0332978315452912
4.5,8206.645524839905,tj,gongzuori,0.032587582407093474
5.5,8396.586903515086,tj,gongzuori,0.03334181631562033
6.5,8952.2826462588,tj,gongzuori,0.03554841592506124
7.5,9640.89320441953,tj,gongzuori,0.038282803957605784
8.5,10927.407966546947,tj,gongzuori,0.04339139622004389
9.5,11476.613906676894,tj,gongzuori,0.045572225619617476
10.5,11974.480553867785,tj,gongzuori,0.04754919298636542
11.5,12063.715847543437,tj,gongzuori,0.04790353538819996
12.5,11686.065056671583,tj,gongzuori,0.0464039304361656
13.5,11979.413207237558,tj,gongzuori,0.047568779947650214
14.5,12014.373140906811,tj,gongzuori,0.04770760155459607
15.5,12030.441206391204,tj,gongzuori,0.04777140587105038
16.5,12051.595744165768,tj,gongzuori,0.0478554079448485
17.5,11693.40657357693,tj,gongzuori,0.04643308269897772
18.5,11362.125149191123,tj,gongzuori,0.04511760481164417
19.5,11288.107708795973,tj,gongzuori,0.04482369063792504
20.5,11164.892922705287,tj,gongzuori,0.04433441984106301
21.5,10852.399798371747,tj,gongzuori,0.04309354798787449
22.5,10160.892154611784,tj,gongzuori,0.04034765598389368
23.5,9545.042371678459,tj,gongzuori,0.037902192061882514
0.5,8840.195956596775,tj,jiejiari,0.035092224401542624
1.5,8619.820783182322,tj,jiejiari,0.03421741856285327
2.5,8522.860533679775,tj,jiejiari,0.03383252315439416
3.5,8382.52428727307,tj,jiejiari,0.033275441492997354
4.5,8209.600079316018,tj,jiejiari,0.032588997986554534
5.5,8396.591160348278,tj,jiejiari,0.03333128164280928
6.5,8946.100830689498,tj,jiejiari,0.03551262657646338
7.5,9642.560474945349,tj,jiejiari,0.03827730716078989
8.5,10918.074300222217,tj,jiejiari,0.04334061317839965
9.5,11476.608865298651,tj,jiejiari,0.045557783520540546
10.5,11978.724759329063,tj,jiejiari,0.04755099314116527
11.5,12061.069927544577,tj,jiejiari,0.04787787222117539
12.5,11682.928241625073,tj,jiejiari,0.04637679317688536
13.5,11966.661172142494,tj,jiejiari,0.04750310527638069
14.5,12012.71218279943,tj,jiejiari,0.047685910319145056
15.5,12030.205048171905,tj,jiejiari,0.047755350358720056
16.5,12065.16744057505,tj,jiejiari,0.04789413779350654
17.5,11718.320110600373,tj,jiejiari,0.0465172854707405
18.5,11389.868250820457,tj,jiejiari,0.045213456186288976
19.5,11276.766339826418,tj,jiejiari,0.04476448450508044
20.5,11182.060303969212,tj,jiejiari,0.04438853746965285
21.5,10873.402363865156,tj,jiejiari,0.04316328253745118
22.5,10160.855680271185,tj,jiejiari,0.04033474250960311
23.5,9559.561157593138,tj,jiejiari,0.037947831356859876
0.5,26423.428543695,xj,gongzuori,0.04130663973930831
1.5,25847.63813237349,xj,gongzuori,0.040406530692275455
2.5,25236.277019477242,xj,gongzuori,0.03945081545648507
3.5,25193.12699149202,xj,gongzuori,0.03938336082402588
4.5,25098.491090944062,xj,gongzuori,0.03923542048222371
5.5,24954.805301692337,xj,gongzuori,0.03901080250267331
6.5,25053.46621117962,xj,gongzuori,0.03916503497246066
7.5,25284.280521031968,xj,gongzuori,0.0395258573210057
8.5,26198.596338641088,xj,gongzuori,0.040955168964779604
9.5,26422.50791414328,xj,gongzuori,0.041305200557668294
10.5,26900.316429928364,xj,gongzuori,0.04205213860899916
11.5,27275.117642031888,xj,gongzuori,0.042638049654441845
12.5,27464.38977160042,xj,gongzuori,0.04293393085153368
13.5,27172.35828318733,xj,gongzuori,0.042477410250338195
14.5,27223.42504868715,xj,gongzuori,0.04255724078715383
15.5,27106.340554109705,xj,gongzuori,0.04237420749801909
16.5,27353.30540513629,xj,gongzuori,0.04276027731150895
17.5,27464.389771967304,xj,gongzuori,0.04293393085210721
18.5,27651.36144316074,xj,gongzuori,0.04322621583892004
19.5,27651.303145603255,xj,gongzuori,0.0432261247047888
20.5,27589.825563293045,xj,gongzuori,0.0431300193738575
21.5,27660.33509889749,xj,gongzuori,0.04324024397928985
22.5,27928.665496135396,xj,gongzuori,0.04365971365679529
23.5,27535.865022550603,xj,gongzuori,0.04304566511934051
0.5,23611.235037408307,xj,jiejiari,0.04147440022033842
1.5,23056.505245908676,xj,jiejiari,0.04049998760065337
2.5,22758.735292341014,xj,jiejiari,0.03997693871277053
3.5,22842.433713201506,xj,jiejiari,0.040123959476363734
4.5,22585.989347411236,xj,jiejiari,0.039673501199014596
5.5,22597.44515974572,xj,jiejiari,0.039693623947564455
6.5,22830.131844228403,xj,jiejiari,0.04010235058396821
7.5,22927.758636862945,xj,jiejiari,0.040273837279329046
8.5,23208.944633832336,xj,jiejiari,0.04076775555832574
9.5,23612.19615386507,xj,jiejiari,0.04147608847292339
10.5,23981.20580212039,xj,jiejiari,0.04212427370392295
11.5,24214.620883004824,xj,jiejiari,0.04253427980765814
12.5,24536.12520071887,xj,jiejiari,0.043099019378642606
13.5,24013.60885130469,xj,jiejiari,0.04218119139705081
14.5,23698.918767215728,xj,jiejiari,0.04162842139276263
15.5,23872.640555500428,xj,jiejiari,0.0419335730276897
16.5,24095.661442093042,xj,jiejiari,0.04232532117188385
17.5,24092.6348554435,xj,jiejiari,0.04232000481016852
18.5,24300.108005869362,xj,jiejiari,0.04268444252221974
19.5,24603.555158833027,xj,jiejiari,0.043217463715215274
20.5,24819.559584235707,xj,jiejiari,0.043596887069153406
21.5,24559.71215270896,xj,jiejiari,0.043140451124388426
22.5,24423.958706961,xj,jiejiari,0.04290199291873673
23.5,24052.91508806322,xj,jiejiari,0.04225023490925573
0.5,560.0925625129569,xz,gongzuori,0.03715494776373598
1.5,533.6431937134198,xz,gongzuori,0.035400371856279866
2.5,510.96360026994256,xz,gongzuori,0.033895872125173955
3.5,494.6260971363451,xz,gongzuori,0.03281208862911183
4.5,487.1091846259489,xz,gongzuori,0.032313438030333555
5.5,482.0476576613065,xz,gongzuori,0.031977670725850414
6.5,501.9284937546976,xz,gongzuori,0.03329650885366836
7.5,581.4126003726913,xz,gongzuori,0.038569258443822856
8.5,639.2081375124769,xz,gongzuori,0.042403250014378883
9.5,683.3696858197471,xz,gongzuori,0.04533280153914916
10.5,721.7717965288887,xz,gongzuori,0.0478802883527816
11.5,723.1694524998705,xz,gongzuori,0.04797300487513732
12.5,679.2717325776968,xz,gongzuori,0.045060954975139324
13.5,639.3432133841836,xz,gongzuori,0.042412210563568975
14.5,648.2124919251422,xz,gongzuori,0.04300057327885448
15.5,663.7485710380856,xz,gongzuori,0.044031192584536354
16.5,671.2352425830038,xz,gongzuori,0.044527837083666345
17.5,691.0067169249851,xz,gongzuori,0.04583942046390694
18.5,672.0632130515186,xz,gongzuori,0.0445827622899029
19.5,669.6264943609098,xz,gongzuori,0.044421117301691876
20.5,708.3865678738134,xz,gongzuori,0.046992350349724335
21.5,761.4499831829203,xz,gongzuori,0.05051242641559726
22.5,716.145277398173,xz,gongzuori,0.0475070410747684
23.5,634.6761734862466,xz,gongzuori,0.04210261240921907
0.5,552.3398988498187,xz,jiejiari,0.038123079707272876
1.5,524.8978482512741,xz,jiejiari,0.03622900056419836
2.5,509.9145920944201,xz,jiejiari,0.03519484049368434
3.5,492.83593755560986,xz,jiejiari,0.03401605382693827
4.5,480.3767486216492,xz,jiejiari,0.03315610752610712
5.5,488.26539974116366,xz,jiejiari,0.03370059050848513
6.5,504.95712924213893,xz,jiejiari,0.03485267120289634
7.5,564.0866984942826,xz,jiejiari,0.03893385615142222
8.5,617.6739477178464,xz,jiejiari,0.042632504352824174
9.5,650.1442015832861,xz,jiejiari,0.04487363536437204
10.5,659.2827088080718,xz,jiejiari,0.04550438472733038
11.5,668.5542822853486,xz,jiejiari,0.046144318462738775
12.5,625.1793477269363,xz,jiejiari,0.043150534941194356
13.5,606.1919891611108,xz,jiejiari,0.04184000751860026
14.5,619.4258248198507,xz,jiejiari,0.042753420749659043
15.5,613.7264504678054,xz,jiejiari,0.0423600439482419
16.5,615.9210626035665,xz,jiejiari,0.042511518381923755
17.5,639.9909092600499,xz,jiejiari,0.04417284446851966
18.5,648.8401778724715,xz,jiejiari,0.04478363027878782
19.5,671.9798320899727,xz,jiejiari,0.04638075350665803
20.5,738.962160948754,xz,jiejiari,0.051003944167661505
21.5,719.7784613343607,xz,jiejiari,0.049679865079761416
22.5,671.6564314288094,xz,jiejiari,0.0463584320534938
