x,y
0.5,16390.923154333672
1.5,15614.408356187938
2.5,15334.027015415357
3.5,15222.444493385507
4.5,15302.309182489253
5.5,15776.381658638524
6.5,16532.146624385816
7.5,17369.499623142277
8.5,17968.982681660556
9.5,18429.337627723657
10.5,18475.255063721626
11.5,18429.082991754196
12.5,17886.75810623339
13.5,17753.680207230555
14.5,18077.32246677981
15.5,18172.473613171143
16.5,18868.436007432352
17.5,19662.740001433373
18.5,19208.082207027794
19.5,19108.253728279215
20.5,18622.577294277573
21.5,18087.564948982992
22.5,17536.851331204587
23.5,16320.541190615593
