x,y
0.5,28932.337400865363
1.5,28931.29666094324
2.5,28932.33537574316
3.5,28566.195589019833
4.5,28690.514855564757
5.5,28838.769184558892
6.5,29389.709376516366
7.5,29630.782824011472
8.5,29390.006349636307
9.5,29514.235328843926
10.5,29347.719257184606
11.5,29300.714467719416
12.5,28766.08312122719
13.5,28736.96544454631
14.5,28637.686364656365
15.5,29096.03554318939
16.5,29517.51177468003
17.5,30438.046243845052
18.5,31004.485531169936
19.5,31423.51679262643
20.5,31004.957381912962
21.5,30824.65042887283
22.5,30584.981199727496
23.5,29428.395990849607
