x,y
0.5,12895.1888513351
1.5,12332.108541708685
2.5,11863.262980139589
3.5,11465.89756201953
4.5,11370.939825450203
5.5,11658.55367026317
6.5,12420.449762837212
7.5,13495.86929831835
8.5,13732.100806159731
9.5,14264.422712265085
10.5,14836.351754918394
11.5,15041.172001567458
12.5,14267.700050635098
13.5,14122.94234892874
14.5,14435.626047082887
15.5,14827.771651386945
16.5,15179.269564383743
17.5,16179.790309822998
18.5,16260.688763138309
19.5,16818.555667590797
20.5,16225.429279674734
21.5,15637.264900323591
22.5,14840.33519442574
23.5,13407.51922619874
