x,y
0.5,16283.541408615014
1.5,16224.555937923742
2.5,15930.816561097037
3.5,16076.372154388
4.5,16038.033014424871
5.5,16335.48424697584
6.5,17258.532648286644
7.5,17085.26794969387
8.5,16932.86252202764
9.5,17019.172274597924
10.5,17210.63851928756
11.5,17125.219306513838
12.5,16292.521242721145
13.5,16501.35016557424
14.5,16761.900783622805
15.5,17211.154739510966
16.5,17857.651765681498
17.5,18348.24390900697
18.5,19059.09032682714
19.5,18583.044934205096
20.5,18167.70259860695
21.5,17994.680687747783
22.5,17733.51347056462
23.5,16905.036092669037
