x,y
0.5,21213.345456054798
1.5,19939.64180121012
2.5,18997.103344088337
3.5,18084.0847809968
4.5,17619.57285224561
5.5,17242.319922280407
6.5,17809.842048385235
7.5,18329.990155790925
8.5,20131.160039394133
9.5,21911.31208493159
10.5,23387.40264488495
11.5,24973.14350576308
12.5,23982.66355902026
13.5,24562.396878971595
14.5,24335.534974015998
15.5,23896.776099995117
16.5,23797.586809006876
17.5,23640.23572163556
18.5,22386.627402394763
19.5,23005.935653141707
20.5,24892.19017918325
21.5,24471.860018081174
22.5,23869.361154987102
23.5,22236.21550369342
