x,y
0.5,7157.5144075489125
1.5,6818.273077100679
2.5,6651.449232809673
3.5,6510.816546953896
4.5,6603.086631714999
5.5,6906.72281501005
6.5,7558.4374132143175
7.5,7901.154880164165
8.5,8406.88633929378
9.5,8924.823723689418
10.5,9202.999066563887
11.5,9301.895157510015
12.5,9021.716370152606
13.5,8763.544799015115
14.5,8677.112932890117
15.5,8803.958407874648
16.5,9146.445442125425
17.5,9620.535470138411
18.5,10143.999410442135
19.5,10027.036844895045
20.5,9876.566122824064
21.5,9452.696350472048
22.5,8489.187630016793
23.5,7594.665647132045
