x,y
0.5,34302.31737949913
1.5,34267.56190772723
2.5,34284.413046524256
3.5,33885.553831481746
4.5,34035.364269777376
5.5,34372.76428059721
6.5,35346.96379022212
7.5,35532.08747599492
8.5,35226.23784239992
9.5,35360.752874801714
10.5,35290.696609898936
11.5,35369.82726663255
12.5,34415.69312146658
13.5,34325.91467094733
14.5,34212.27766475376
15.5,34755.48651650704
16.5,35442.33892068867
17.5,36851.474540469775
18.5,37648.86754214897
19.5,37904.47940034795
20.5,37355.41069317748
21.5,37098.26130438413
22.5,36601.128608070256
23.5,35201.38332855064
