x,y
0.5,55934.27447154771
1.5,53760.97881056705
2.5,51899.44964389325
3.5,50296.89080168309
4.5,49400.39051630587
5.5,49778.77751572362
6.5,51901.19133755518
7.5,59540.47889731559
8.5,67002.6021520071
9.5,71315.32078652219
10.5,73559.53197678996
11.5,68302.1586806122
12.5,70609.22526284825
13.5,73942.94140320332
14.5,74062.7571910208
15.5,74062.75205329852
16.5,73029.21517648651
17.5,66302.96567918218
18.5,63241.951342730965
19.5,64375.42013058376
20.5,65622.96523781626
21.5,65589.48476382783
22.5,64768.14155991775
23.5,60346.87527875238
