x,y
0.5,11016.080234214834
1.5,10965.489239464452
2.5,10795.057995026798
3.5,10776.241024708841
4.5,10807.312335663168
5.5,11061.464064653486
6.5,10936.093052934391
7.5,11598.056951999908
8.5,11557.172453470064
9.5,11765.224457482294
10.5,11676.248527931453
11.5,11968.136666299302
12.5,11978.187405354429
13.5,11753.701096830422
14.5,11874.426019859595
15.5,11430.719099274971
16.5,11477.40548524175
17.5,12082.910691548253
18.5,12314.40284624219
19.5,12339.46815408458
20.5,12098.486950505521
21.5,11689.311484810993
22.5,11639.928929816379
23.5,11406.868322893466
