x,y
0.5,79038.51131054563
1.5,76777.05363764157
2.5,75001.3760642836
3.5,73358.54540437243
4.5,72886.45365865756
5.5,73688.56717356354
6.5,74598.43700064327
7.5,78769.90003340601
8.5,84487.22533759622
9.5,91035.93465751375
10.5,94330.72048868859
11.5,92211.32994152357
12.5,94773.91218473073
13.5,96384.46751114196
14.5,96221.94109591862
15.5,95295.95571230126
16.5,94533.12155302543
17.5,88681.42118259729
18.5,86276.02818424816
19.5,90383.11011977209
20.5,91964.68999998434
21.5,91494.22177481382
22.5,86444.83623257402
23.5,81402.3404501809
