x,y
0.5,5947.842764975131
1.5,5715.517487849713
2.5,5578.836630122605
3.5,5450.456975175483
4.5,5373.8391402037605
5.5,5500.309986319968
6.5,6013.656058648439
7.5,6733.880909481046
8.5,7126.9543025722305
9.5,7602.548882533305
10.5,7903.463858290416
11.5,8294.045795264008
12.5,7606.055333446166
13.5,7484.034131619717
14.5,7482.850995578885
15.5,7521.193530750615
16.5,7849.8335889834825
17.5,8247.966156720111
18.5,8218.661279813527
19.5,8285.944106347455
20.5,8044.284534378104
21.5,7654.096526494601
22.5,6878.513929148678
23.5,6606.270357420416
