x,y
0.5,17058.021785340527
1.5,16787.8302764971
2.5,16397.65378076931
3.5,16294.725114566578
4.5,16351.302216251355
5.5,16959.919515849022
6.5,18818.482483807507
7.5,18721.0687966357
8.5,17926.71134534281
9.5,17464.60031276768
10.5,17816.223245120676
11.5,17924.615772520316
12.5,17260.216967670956
13.5,17419.905243759513
14.5,17570.969874567214
15.5,17920.92507693237
16.5,19139.09081534841
17.5,19730.812428386296
18.5,21074.77005773011
19.5,20740.988138352775
20.5,20442.987942532392
21.5,19414.206855154473
22.5,19007.577525993554
23.5,18370.449121256832
