x,y
0.5,29402.50867802588
1.5,29079.360113821436
2.5,28309.46718409057
3.5,27317.754100845203
4.5,26519.190980056304
5.5,26103.758739703473
6.5,26327.07290529191
7.5,26341.427697975483
8.5,28832.22162613316
9.5,30647.591453110334
10.5,31667.232532694565
11.5,32505.973735608794
12.5,33179.75083994697
13.5,33992.15363717565
14.5,34085.94071458865
15.5,33983.55867381205
16.5,33594.00968167326
17.5,32244.68321175954
18.5,30171.302065091655
19.5,30178.562492858255
20.5,33048.986587538086
21.5,33347.65353350185
22.5,32741.172015144257
23.5,30197.334079746848
