x,y
0.5,28032.027737246797
1.5,28119.76871292813
2.5,27982.668560096998
3.5,27488.579215581867
4.5,27708.606547763702
5.5,27799.56766987583
6.5,28302.342310802564
7.5,28485.01603019629
8.5,28623.232908105118
9.5,28748.10418246077
10.5,29124.78947322198
11.5,29575.060656547055
12.5,29396.482594365156
13.5,28993.556226488166
14.5,29309.15705417088
15.5,29443.921358122152
16.5,29906.41242144201
17.5,30129.16852254628
18.5,30607.969450217875
19.5,30403.0694431674
20.5,30079.381369326875
21.5,30019.52504486916
22.5,29267.29239035442
23.5,28439.377195757002
