x,y
0.5,34910.8556248974
1.5,34186.50065356676
2.5,33537.319542902034
3.5,33322.60153245846
4.5,33330.312313862734
5.5,33926.111572480615
6.5,37714.7755486941
7.5,38761.22046153013
8.5,38479.88001226261
9.5,39060.51628074315
10.5,39635.25176018289
11.5,40515.43782795392
12.5,36752.16379036972
13.5,37090.0472918253
14.5,38258.75512104464
15.5,39643.80113830649
16.5,40880.68120253282
17.5,42440.31608283769
18.5,44018.026790497126
19.5,41186.51980837503
20.5,40616.05477400121
21.5,40360.94527455648
22.5,39080.11122774906
23.5,36503.29420312692
