x,y
0.5,23553.022558231896
1.5,23246.92168636705
2.5,22850.208696106394
3.5,22729.320832139987
4.5,22437.141935619846
5.5,22850.586256491246
6.5,23889.331939156225
7.5,24391.827107927205
8.5,23911.77174412021
9.5,24655.83714966378
10.5,25515.73401331362
11.5,27046.22608155354
12.5,26491.494539231033
13.5,25907.78165165808
14.5,26231.819342413924
15.5,26362.128910445845
16.5,26855.688799053427
17.5,27317.155897392466
18.5,26913.28592221075
19.5,27082.63466443399
20.5,27398.86866116314
21.5,26683.763958574073
22.5,25733.741161356786
23.5,24575.97054664454
