x,variable,value,p,d,ynorm
7.5,zg,26448.81275721915,ln,quannianri,0.021581199982200285
8.5,zg,26543.26526988747,ln,quannianri,0.0216582695498753
9.5,zg,25846.16319289053,ln,quannianri,0.02108946143475218
10.5,zg,25662.795217921604,ln,quannianri,0.02093984031661502
11.5,zg,26806.512500961446,ln,quannianri,0.02187306902653677
12.5,zg,26855.138664749826,ln,quannianri,0.02191274608027514
13.5,zg,29266.538236905206,ln,quannianri,0.023880354111734815
14.5,zg,30589.76583468422,ln,quannianri,0.024960056239454742
15.5,zg,26572.980923677,ln,quannianri,0.021682516364767156
16.5,zg,26197.100995165714,ln,quannianri,0.021375812998496658
17.5,zg,25249.06331060061,ln,quannianri,0.02060225121146797
18.5,zg,27239.010519939395,ln,quannianri,0.02222597054711338
19.5,zg,27523.792538260688,ln,quannianri,0.022458341570536687
20.5,zg,28186.10180806642,ln,quannianri,0.02299876011154818
21.5,zg,28797.1364786864,ln,quannianri,0.02349734057879839
22.5,zg,30796.110632247557,ln,quannianri,0.02512842554897263
23.5,zg,31140.558599069987,ln,quannianri,0.02540948166002352
0.5,zd,24932.320259985987,ln,quannianri,0.020343801231840035
1.5,zd,25537.465348134356,ln,quannianri,0.020837576029425667
2.5,zd,24510.653672710305,ln,quannianri,0.019999737737219674
3.5,zd,22553.855870886706,ln,quannianri,0.018403067025625695
4.5,zd,24126.149634268975,ln,quannianri,0.01968599743349655
5.5,zd,23186.41054521203,ln,quannianri,0.018919206976843895
6.5,zd,22379.072616510635,ln,quannianri,0.01826045070477779
7.5,zd,21947.28230710608,ln,quannianri,0.017908126647619784
8.5,zd,22273.43946098871,ln,quannianri,0.018174258168462624
9.5,zd,21417.987890956254,ln,quannianri,0.017476243041000296
10.5,zd,21437.17757182305,ln,quannianri,0.0174919010723903
11.5,zd,21856.69975850002,ln,quannianri,0.01783421481973136
12.5,zd,21915.28846134509,ln,quannianri,0.01788202091690493
13.5,zd,22865.833393372224,ln,quannianri,0.018657628520106148
14.5,zd,23966.869409018826,ln,quannianri,0.019556030979959043
15.5,zd,22340.080466581843,ln,quannianri,0.01822863463072284
16.5,zd,22225.635472997492,ln,quannianri,0.018135251978118466
17.5,zd,21192.02878682748,ln,quannianri,0.017291869222078277
18.5,zd,22686.227818046973,ln,quannianri,0.018511077373383904
19.5,zd,22840.461827967563,ln,quannianri,0.01863692631196223
20.5,zd,24111.02460548201,ln,quannianri,0.01967365599972467
21.5,zd,24641.68604946805,ln,quannianri,0.02010665504775869
22.5,zd,26246.60525935898,ln,quannianri,0.021416206547928664
23.5,zd,26730.089368627945,ln,quannianri,0.021810710730257282
0.5,zg,6407.588753162297,mengdong,quannianri,0.022283210146277762
1.5,zg,6734.651795502337,mengdong,quannianri,0.023420613744463938
2.5,zg,6308.303350220978,mengdong,quannianri,0.021937932447688352
3.5,zg,5909.581286506559,mengdong,quannianri,0.020551325429358547
4.5,zg,6465.687529719218,mengdong,quannianri,0.02248525607917578
5.5,zg,5932.596772002803,mengdong,quannianri,0.02063136472646205
6.5,zg,6141.494546371471,mengdong,quannianri,0.021357833478541286
7.5,zg,5991.41795602959,mengdong,quannianri,0.02083592292381435
8.5,zg,7469.907718006873,mengdong,quannianri,0.025977560337576373
9.5,zg,6711.148030932059,mengdong,quannianri,0.023338876394374222
10.5,zg,7149.554886712286,mengdong,quannianri,0.024863492357297623
11.5,zg,7441.0979808760085,mengdong,quannianri,0.025877370788671684
12.5,zg,7264.457733893632,mengdong,quannianri,0.025263081717473705
13.5,zg,7173.137275641411,mengdong,quannianri,0.0249455031336602
14.5,zg,7104.014332357887,mengdong,quannianri,0.02470511924972947
15.5,zg,6724.302692190875,mengdong,quannianri,0.023384623412874533
16.5,zg,6644.506898097192,mengdong,quannianri,0.023107123323983667
17.5,zg,6889.058649580451,mengdong,quannianri,0.023957583345665355
18.5,zg,6767.696232248541,mengdong,quannianri,0.023535530003379216
19.5,zg,6618.253555455044,mengdong,quannianri,0.023015823964166217
20.5,zg,6957.038325179514,mengdong,quannianri,0.0241939913698698
21.5,zg,6656.857501249488,mengdong,quannianri,0.023150074127488353
22.5,zg,7251.332821537271,mengdong,quannianri,0.02521743815458994
23.5,zg,6875.133046711102,mengdong,quannianri,0.02390915527902357
0.5,zd,5000.788746788252,mengdong,quannianri,0.017390883034874623
1.5,zd,5315.252935706345,mengdong,quannianri,0.018484472507464045
2.5,zd,5093.470833912378,mengdong,quannianri,0.017713196857396907
3.5,zd,4554.891062954293,mengdong,quannianri,0.01584021675846808
4.5,zd,5274.994577927077,mengdong,quannianri,0.018344468914677798
5.5,zd,4684.269713606056,mengdong,quannianri,0.016290147578309207
6.5,zd,4731.73806236376,mengdong,quannianri,0.01645522483769835
7.5,zd,4636.229426219216,mengdong,quannianri,0.016123081329121443
8.5,zd,5821.548320837431,mengdong,quannianri,0.02024517952184582
9.5,zd,5401.47982441098,mengdong,quannianri,0.018784337551130716
10.5,zd,5537.1325910531405,mengdong,quannianri,0.019256087412499304
11.5,zd,5829.166320181631,mengdong,quannianri,0.02027167208977119
12.5,zd,5657.282692339106,mengdong,quannianri,0.019673924770542982
13.5,zd,5351.208886995052,mengdong,quannianri,0.018609513930913726
14.5,zd,5502.521646223108,mengdong,quannianri,0.0191357234211885
15.5,zd,5176.344624080321,mengdong,quannianri,0.018001401071660723
16.5,zd,4982.066762118591,mengdong,quannianri,0.01732577493652116
17.5,zd,5334.246951581555,mengdong,quannianri,0.018550526629158442
18.5,zd,5187.24772607031,mengdong,quannianri,0.01803931800457395
19.5,zd,5288.468891605548,mengdong,quannianri,0.01839132756538725
20.5,zd,5466.736676014817,mengdong,quannianri,0.01901127660633383
21.5,zd,5260.047457237173,mengdong,quannianri,0.01829248838904707
22.5,zd,5600.931778153107,mengdong,quannianri,0.019477957252789637
23.5,zd,5275.4328589438,mengdong,quannianri,0.01834599309301929
0.5,zg,29136.63008485822,mengxi,quannianri,0.021312540672159062
1.5,zg,29894.865329244276,mengxi,quannianri,0.02186716622212753
2.5,zg,28663.016087740427,mengxi,quannianri,0.020966106731546197
3.5,zg,28689.978898550624,mengxi,quannianri,0.020985829190881898
4.5,zg,28805.822951021546,mengxi,quannianri,0.021070565520125317
5.5,zg,28691.459209812147,mengxi,quannianri,0.02098691199262928
6.5,zg,28194.97619111347,mengxi,quannianri,0.02062375007245407
7.5,zg,28183.021946169436,mengxi,quannianri,0.020615005913269133
8.5,zg,28756.560029153672,mengxi,quannianri,0.021034531221619256
9.5,zg,28443.73745541138,mengxi,quannianri,0.020805711217156325
10.5,zg,28516.710434485678,mengxi,quannianri,0.02085908868668386
11.5,zg,27841.312442402952,mengxi,quannianri,0.02036505601597915
12.5,zg,28074.625278723106,mengxi,quannianri,0.020535717115046825
13.5,zg,29318.757035679235,mengxi,quannianri,0.02144576088450223
14.5,zg,29956.213692744208,mengxi,quannianri,0.02191204064612422
15.5,zg,31358.029229197768,mengxi,quannianri,0.022937425206676305
16.5,zg,31019.838737362224,mengxi,quannianri,0.022690049357403735
17.5,zg,30975.622357488053,mengxi,quannianri,0.02265770644775017
18.5,zg,31795.43239733439,mengxi,quannianri,0.023257372049667168
19.5,zg,31655.113355399346,mengxi,quannianri,0.023154733025194905
20.5,zg,31962.844503965156,mengxi,quannianri,0.023379828810150056
21.5,zg,32473.56414324304,mengxi,quannianri,0.023753404376455404
22.5,zg,32708.070081418235,mengxi,quannianri,0.023924938192502954
23.5,zg,33043.97778303063,mengxi,quannianri,0.024170644251572088
0.5,zd,26147.417299506695,mengxi,quannianri,0.019126024287800324
1.5,zd,26816.21820206244,mengxi,quannianri,0.0196152313922521
2.5,zd,25847.044211857257,mengxi,quannianri,0.018906310696053228
3.5,zd,25818.69818014618,mengxi,quannianri,0.018885576453555823
4.5,zd,26184.399171308676,mengxi,quannianri,0.019153075379316972
5.5,zd,25876.375297278206,mengxi,quannianri,0.018927765474768952
6.5,zd,25307.469258138695,mengxi,quannianri,0.018511628362739008
7.5,zd,25644.325154937695,mengxi,quannianri,0.018758027997160566
8.5,zd,26025.992517015402,mengxi,quannianri,0.01903720582774105
9.5,zd,25602.09873151798,mengxi,quannianri,0.018727140678896532
10.5,zd,25551.320841393455,mengxi,quannianri,0.018689998228126708
11.5,zd,25073.262081317553,mengxi,quannianri,0.018340313081350094
12.5,zd,25172.231874567937,mengxi,quannianri,0.01841270641365451
13.5,zd,25844.33133758228,mengxi,quannianri,0.018904326312713236
14.5,zd,27328.193878608636,mengxi,quannianri,0.019989725710838978
15.5,zd,28461.927038918202,mengxi,quannianri,0.020819016332990575
16.5,zd,27954.468569353106,mengxi,quannianri,0.020447826211122018
17.5,zd,27916.759112017022,mengxi,quannianri,0.020420242913367276
18.5,zd,28797.836063937146,mengxi,quannianri,0.021064723360090527
19.5,zd,28351.123266655046,mengxi,quannianri,0.02073796681229757
20.5,zd,29056.403685121357,mengxi,quannianri,0.02125385755052169
21.5,zd,29919.83689412846,mengxi,quannianri,0.021885432146865277
22.5,zd,29897.111622937617,mengxi,quannianri,0.021868809316252055
23.5,zd,30356.9751843038,mengxi,quannianri,0.022205185239847762
0.5,zg,10304.029768327544,nx,quannianri,0.019753376312947577
1.5,zg,11348.624084630954,nx,quannianri,0.021755919501218725
2.5,zg,11125.457743655938,nx,quannianri,0.02132809768657168
3.5,zg,10493.715379070183,nx,quannianri,0.020117013776580296
4.5,zg,11161.77472972792,nx,quannianri,0.021397719291765118
5.5,zg,11404.66912209951,nx,quannianri,0.02186336083635467
6.5,zg,11263.883210982223,nx,quannianri,0.02159346671294975
7.5,zg,11154.315482141246,nx,quannianri,0.02138341951508513
8.5,zg,10963.488223203756,nx,quannianri,0.02101759345078676
9.5,zg,11239.43068703747,nx,quannianri,0.021546589916381597
10.5,zg,10999.919355792896,nx,quannianri,0.02108743388096022
11.5,zg,10962.056566053057,nx,quannianri,0.021014848887437786
12.5,zg,11520.172660615903,nx,quannianri,0.022084787298922205
13.5,zg,11697.588947774022,nx,quannianri,0.02242490381285665
14.5,zg,11905.197088463354,nx,quannianri,0.022822899725220298
15.5,zg,11466.39790894869,nx,quannianri,0.021981698223123642
16.5,zg,11297.615087587585,nx,quannianri,0.02165813252499697
17.5,zg,11112.762721058592,nx,quannianri,0.021303760649091688
18.5,zg,11657.403628020644,nx,quannianri,0.022347866405047077
19.5,zg,12024.401589495612,nx,quannianri,0.023051421130925585
20.5,zg,12500.965003261817,nx,quannianri,0.02396501869040107
21.5,zg,12448.227131936992,nx,quannianri,0.0238639173696901
22.5,zg,12662.18078580526,nx,quannianri,0.024274077970291314
23.5,zg,12501.146412899403,nx,quannianri,0.023965366462381413
0.5,zd,8951.41561149929,nx,quannianri,0.017160342611882724
1.5,zd,10049.732878774892,nx,quannianri,0.019265875571248835
2.5,zd,9995.399884204191,nx,quannianri,0.019161716313939293
3.5,zd,9365.35280186237,nx,quannianri,0.01795388235070408
4.5,zd,9924.09641832092,nx,quannianri,0.019025023755233857
5.5,zd,10127.1364704706,nx,quannianri,0.019414262397482472
6.5,zd,9969.381473562464,nx,quannianri,0.01911183762880092
7.5,zd,10118.006146656115,nx,quannianri,0.0193967590782742
8.5,zd,10003.66246502746,nx,quannianri,0.019177556123410718
9.5,zd,10095.395971035026,nx,quannianri,0.019353414162004836
10.5,zd,9897.244932163478,nx,quannianri,0.018973548019763815
11.5,zd,9915.551796443056,nx,quannianri,0.019008643257972087
12.5,zd,10544.05179959459,nx,quannianri,0.020213511387633564
13.5,zd,10234.742517265051,nx,quannianri,0.01962054894591744
14.5,zd,10807.179131519533,nx,quannianri,0.020717940559772777
15.5,zd,10159.087887745358,nx,quannianri,0.019475514973741552
16.5,zd,10064.417639504813,nx,quannianri,0.019294027043176384
17.5,zd,9994.069855886937,nx,quannianri,0.019159166578500995
18.5,zd,10396.206549423752,nx,quannianri,0.019930084133601044
19.5,zd,10687.839726294224,nx,quannianri,0.020489160535512276
20.5,zd,11201.465010927626,nx,quannianri,0.021473807684183627
21.5,zd,11164.781747038603,nx,quannianri,0.021403483904819717
22.5,zd,11384.269864727316,nx,quannianri,0.021824254368648585
23.5,zd,11367.939706549098,nx,quannianri,0.021792948581786844
0.5,zg,9144.227226048035,qh,quannianri,0.023284204920604047
1.5,zg,8973.513294314305,qh,quannianri,0.022849511198430646
2.5,zg,8742.556085702023,qh,quannianri,0.02226141831312915
3.5,zg,8443.192957786881,qh,quannianri,0.021499141496976404
4.5,zg,8575.917665436056,qh,quannianri,0.021837102181300545
5.5,zg,8420.11781631249,qh,quannianri,0.021440384610322147
6.5,zg,8415.334242660418,qh,quannianri,0.021428204061171928
7.5,zg,8436.730382205662,qh,quannianri,0.021482685657633373
8.5,zg,8377.120869123572,qh,quannianri,0.02133090026522021
9.5,zg,8135.794876319163,qh,quannianri,0.020716405050893116
10.5,zg,8378.103237315478,qh,quannianri,0.021333401697186234
11.5,zg,8419.602066565534,qh,quannianri,0.02143907134212583
12.5,zg,8487.93872322026,qh,quannianri,0.02161307890753333
13.5,zg,8332.995099916605,qh,quannianri,0.021218541568624443
14.5,zg,8231.53966216744,qh,quannianri,0.020960202712375125
15.5,zg,8339.720744789907,qh,quannianri,0.02123566726876093
16.5,zg,8342.750065422288,qh,quannianri,0.02124338091373397
17.5,zg,8369.3363665254,qh,quannianri,0.021311078365652308
18.5,zg,8687.143455806174,qh,quannianri,0.022120319563307053
19.5,zg,8808.837663710196,qh,quannianri,0.02243019297354081
20.5,zg,8986.583368891588,qh,quannianri,0.022882791899714854
21.5,zg,8934.000271828816,qh,quannianri,0.02274889806953072
22.5,zg,8840.681067408006,qh,quannianri,0.022511276734775137
23.5,zg,8914.11256917261,qh,quannianri,0.022698257448666877
0.5,zd,8336.06471248093,qh,quannianri,0.02122635781008561
1.5,zd,8206.2980560316,qh,quannianri,0.02089592929535877
2.5,zd,7897.665540712539,qh,quannianri,0.020110049575377636
3.5,zd,7766.371770738731,qh,quannianri,0.019775732528207104
4.5,zd,7778.756735227639,qh,quannianri,0.019807268714258197
5.5,zd,7752.0950424540115,qh,quannianri,0.01973937929039273
6.5,zd,7632.387165256369,qh,quannianri,0.01943456373032653
7.5,zd,7726.298364310996,qh,quannianri,0.01967369247779452
8.5,zd,7688.268421333164,qh,quannianri,0.019576855756273392
9.5,zd,7619.779572524435,qh,quannianri,0.019402460659671238
10.5,zd,7562.452484114139,qh,quannianri,0.019256487069880666
11.5,zd,7550.491245578808,qh,quannianri,0.01922602982923298
12.5,zd,7745.411849448482,qh,quannianri,0.019722361686650182
13.5,zd,7731.804047931423,qh,quannianri,0.019687711756020774
14.5,zd,7538.759210740307,qh,quannianri,0.01919615621645385
15.5,zd,7635.149380904417,qh,quannianri,0.019441597238308576
16.5,zd,7519.805432153233,qh,quannianri,0.01914789367291337
17.5,zd,7469.686849549029,qh,quannianri,0.019020275305736065
18.5,zd,7985.933044088629,qh,quannianri,0.020334807620604738
19.5,zd,7998.675571895384,qh,quannianri,0.02036725428026492
20.5,zd,8059.521404742065,qh,quannianri,0.020522187748730276
21.5,zd,8020.495912402003,qh,quannianri,0.020422816031655595
22.5,zd,7850.588099505668,qh,quannianri,0.019990174952722158
23.5,zd,7911.721055843972,qh,quannianri,0.020145839531870918
0.5,zg,33088.25234125859,sc,quannianri,0.027868364293007524
1.5,zg,31880.989203702382,sc,quannianri,0.02685155480521891
2.5,zg,32586.93180590989,sc,quannianri,0.027446130348386576
3.5,zg,24882.44770692987,sc,quannianri,0.020957078967080163
4.5,zg,26372.771462967627,sc,quannianri,0.02221229441090084
5.5,zg,26377.161783202246,sc,quannianri,0.02221599212942642
6.5,zg,26205.791927104332,sc,quannianri,0.02207165698808014
7.5,zg,25076.69182414198,sc,quannianri,0.021120679805359883
8.5,zg,25288.000266862815,sc,quannianri,0.02129865296027896
9.5,zg,26159.182073281223,sc,quannianri,0.02203240014330667
10.5,zg,27317.303420744167,sc,quannianri,0.023007820279545226
11.5,zg,27403.9362099914,sc,quannianri,0.023080786180118062
12.5,zg,27640.060319646418,sc,quannianri,0.023279660168334805
13.5,zg,37729.20229661387,sc,quannianri,0.03177717406293865
14.5,zg,34159.49306187668,sc,quannianri,0.028770609789076338
15.5,zg,35637.52722016141,sc,quannianri,0.03001547439950565
16.5,zg,28677.616701133444,sc,quannianri,0.024153535249907494
17.5,zg,26704.107271968693,sc,quannianri,0.02249135983065546
18.5,zg,28237.972110399507,sc,quannianri,0.02378324746656797
19.5,zg,29057.998545410763,sc,quannianri,0.024473909372343335
20.5,zg,30100.226525920843,sc,quannianri,0.025351719077662926
21.5,zg,31854.772353492834,sc,quannianri,0.02682947383446471
22.5,zg,35811.15017704946,sc,quannianri,0.030161707200267746
23.5,zg,35328.60985738034,sc,quannianri,0.02975529076956871
0.5,zd,20561.2560721358,sc,quannianri,0.017317583552927465
1.5,zd,20073.922078901043,sc,quannianri,0.016907129681995835
2.5,zd,19434.252749898726,sc,quannianri,0.016368372370069998
3.5,zd,15308.129205260677,sc,quannianri,0.012893171780024122
4.5,zd,17995.489839243808,sc,quannianri,0.015156583711307793
5.5,zd,18052.80788504722,sc,quannianri,0.015204859460795504
6.5,zd,17860.51977286319,sc,quannianri,0.015042906054967622
7.5,zd,17342.40006877825,sc,quannianri,0.014606523120266056
8.5,zd,17628.115714773656,sc,quannianri,0.01484716525587028
9.5,zd,17780.015207170825,sc,quannianri,0.014975101610634136
10.5,zd,18389.317218658693,sc,quannianri,0.01548828224784274
11.5,zd,18363.21080103305,sc,quannianri,0.015466294288210624
12.5,zd,18162.12258729516,sc,quannianri,0.015296929054360246
13.5,zd,24694.077597494284,sc,quannianri,0.020798425473461862
14.5,zd,22169.32839827897,sc,quannianri,0.018671971960398045
15.5,zd,23104.36792985569,sc,quannianri,0.019459502895111412
16.5,zd,20576.00633099775,sc,quannianri,0.01733000686205668
17.5,zd,19202.29905510681,sc,quannianri,0.01617301088651682
18.5,zd,19643.121312173505,sc,quannianri,0.016544290551628718
19.5,zd,20137.945645076597,sc,quannianri,0.01696105311219444
20.5,zd,20464.81944454304,sc,quannianri,0.017236360433579064
21.5,zd,21619.304326208778,sc,quannianri,0.01820871778026529
22.5,zd,22718.476200964604,sc,quannianri,0.019134488108368337
23.5,zd,22445.64429088908,sc,quannianri,0.018904697215143644
0.5,zg,62780.323998150394,sd,quannianri,0.024089209305479264
1.5,zg,65469.35902980752,sd,quannianri,0.025121009136733128
2.5,zg,58187.03480533651,sd,quannianri,0.022326735050495337
3.5,zg,50718.44740750457,sd,quannianri,0.019460990600881814
4.5,zg,56251.28893555833,sd,quannianri,0.021583977058028187
5.5,zg,54578.36266612984,sd,quannianri,0.020942064616510922
6.5,zg,55848.3834325676,sd,quannianri,0.02142937965594789
7.5,zg,54383.79457022346,sd,quannianri,0.020867407601574278
8.5,zg,54948.197326297435,sd,quannianri,0.021083972526025063
9.5,zg,54484.1211158111,sd,quannianri,0.020905903534720903
10.5,zg,48913.04804385436,sd,quannianri,0.018768247391206274
11.5,zg,59213.064700113515,sd,quannianri,0.02272042924184246
12.5,zg,59466.40305927493,sd,quannianri,0.02281763678029234
13.5,zg,76416.56582012492,sd,quannianri,0.029321521954890756
14.5,zg,79028.65264231557,sd,quannianri,0.030323796269143877
15.5,zg,59546.483420815406,sd,quannianri,0.022848364123949624
16.5,zg,56194.27074522097,sd,quannianri,0.021562098816028403
17.5,zg,52397.85244210076,sd,quannianri,0.020105388985768375
18.5,zg,56576.748237551175,sd,quannianri,0.02170885786059225
19.5,zg,58174.16317593157,sd,quannianri,0.02232179612448968
20.5,zg,59857.653728974365,sd,quannianri,0.022967762148768875
21.5,zg,60277.934712361035,sd,quannianri,0.02312902663310337
22.5,zg,68268.56745443544,sd,quannianri,0.026195083199054142
23.5,zg,65703.94814561043,sd,quannianri,0.0252110224713494
0.5,zd,49351.27922677479,sd,quannianri,0.018936399481180657
1.5,zd,51365.05634218391,sd,quannianri,0.019709098558507877
2.5,zd,46659.033262161094,sd,quannianri,0.017903367594544934
3.5,zd,37336.13015663897,sd,quannianri,0.014326110423170004
4.5,zd,47962.49438453954,sd,quannianri,0.018403513911079625
5.5,zd,47457.60732359956,sd,quannianri,0.018209785537091464
6.5,zd,48722.6957061634,sd,quannianri,0.018695207989489267
7.5,zd,47057.53501931782,sd,quannianri,0.018056275251361623
8.5,zd,48754.047352107635,sd,quannianri,0.018707237815286982
9.5,zd,48742.566316756944,sd,quannianri,0.018702832469057573
10.5,zd,40589.04245293505,sd,quannianri,0.015574273544471388
11.5,zd,49811.046959588086,sd,quannianri,0.019112815282220034
12.5,zd,50227.31054241886,sd,quannianri,0.01927253826442947
13.5,zd,56669.10711245418,sd,quannianri,0.02174429654786029
14.5,zd,61050.39651088629,sd,quannianri,0.023425425134419003
15.5,zd,49539.84484623587,sd,quannianri,0.019008753307757743
16.5,zd,49090.84535804418,sd,quannianri,0.01883646935061503
17.5,zd,45623.335406984224,sd,quannianri,0.01750596374534966
18.5,zd,48222.29459954396,sd,quannianri,0.018503200904683454
19.5,zd,49097.53540644546,sd,quannianri,0.018839036364703826
20.5,zd,49198.40172956797,sd,quannianri,0.018877739413921027
21.5,zd,49988.36973592183,sd,quannianri,0.019180855158437586
22.5,zd,53847.444034754124,sd,quannianri,0.020661606492449587
23.5,zd,52111.50687284647,sd,quannianri,0.01999551637103535
0.5,zg,25233.412198205908,sh,quannianri,0.030997500031879784
1.5,zg,24882.33179570739,sh,quannianri,0.030566222061934285
2.5,zg,22516.901345702758,sh,quannianri,0.027660454507650003
3.5,zg,18097.195405448925,sh,quannianri,0.02223115172656762
4.5,zg,18761.74680895315,sh,quannianri,0.023047507120340826
5.5,zg,16792.972679670052,sh,quannianri,0.020629004396418456
6.5,zg,17133.804972314414,sh,quannianri,0.021047693272862225
7.5,zg,17280.382571972154,sh,quannianri,0.021227753706796984
8.5,zg,17298.190452098166,sh,quannianri,0.021249629454731425
9.5,zg,17569.20604525585,sh,quannianri,0.021582553349112327
10.5,zg,18248.445479676153,sh,quannianri,0.02241695197204586
11.5,zg,20911.91113032875,sh,quannianri,0.02568883513800487
12.5,zg,25190.671866379627,sh,quannianri,0.030944996493050346
13.5,zg,29019.66933726197,sh,quannianri,0.0356486548129577
14.5,zg,29184.276484131704,sh,quannianri,0.03585086329749651
15.5,zg,23592.74205159383,sh,quannianri,0.028982050336751827
16.5,zg,20166.966885430324,sh,quannianri,0.024773722703998444
17.5,zg,17653.80919527651,sh,quannianri,0.021686482462022746
18.5,zg,17910.887139867315,sh,quannianri,0.022002284920011984
19.5,zg,17392.08970757168,sh,quannianri,0.021364978189641743
20.5,zg,16691.4389374643,sh,quannianri,0.020504277223076302
21.5,zg,17843.019221574134,sh,quannianri,0.021918913880735493
22.5,zg,22056.17986329745,sh,quannianri,0.027094490061249782
23.5,zg,19875.480365332252,sh,quannianri,0.024415651693028517
0.5,zd,14952.779654465656,sh,quannianri,0.0183684546574698
1.5,zd,14791.646147126934,sh,quannianri,0.018170513298622418
2.5,zd,15369.601856262458,sh,quannianri,0.018880491876693096
3.5,zd,12050.93825008946,sh,quannianri,0.014803743380290385
4.5,zd,13149.169860080954,sh,quannianri,0.016152844885006547
5.5,zd,11645.747618387082,sh,quannianri,0.014305994739700078
6.5,zd,11511.65968422624,sh,quannianri,0.01414127699519619
7.5,zd,11700.000312860706,sh,quannianri,0.014372640419066236
8.5,zd,11892.3270313932,sh,quannianri,0.014608900478427776
9.5,zd,11889.009508340176,sh,quannianri,0.014604825131021957
10.5,zd,12521.909678758602,sh,quannianri,0.015382299176094497
11.5,zd,12389.225473991135,sh,quannianri,0.01521930581597327
12.5,zd,15587.616958925586,sh,quannianri,0.019148308337608798
13.5,zd,17461.492402022403,sh,quannianri,0.0214502345951786
14.5,zd,18380.61773409817,sh,quannianri,0.0225793164366089
15.5,zd,16012.45382466872,sh,quannianri,0.01967019101665261
16.5,zd,14050.143884766916,sh,quannianri,0.01725962910188355
17.5,zd,13214.452930130024,sh,quannianri,0.016233040617158502
18.5,zd,11741.59038461467,sh,quannianri,0.014423730943026807
19.5,zd,11656.75362761884,sh,quannianri,0.014319514860119486
20.5,zd,11057.34377677198,sh,quannianri,0.013583181354179467
21.5,zd,12287.013721495181,sh,quannianri,0.015093745753926763
22.5,zd,14261.946080653872,sh,quannianri,0.01751981343693059
23.5,zd,13167.514398740366,sh,quannianri,0.016175379880797577
0.5,zg,20874.146829217112,sn,quannianri,0.02802130221284951
1.5,zg,21081.05876619896,sn,quannianri,0.028299059285512195
2.5,zg,19971.205625508843,sn,quannianri,0.026809200537195422
3.5,zg,16409.09971072205,sn,quannianri,0.02202745557923093
4.5,zg,17401.49647238382,sn,quannianri,0.02335964174238731
5.5,zg,16533.88803677286,sn,quannianri,0.02219497051651263
6.5,zg,16503.471381375934,sn,quannianri,0.022154139420508822
7.5,zg,16003.00876365783,sn,quannianri,0.02148232205848451
8.5,zg,15875.550197909928,sn,quannianri,0.021311222610940178
9.5,zg,16071.352208941174,sn,quannianri,0.021574065800167474
10.5,zg,16198.310336110299,sn,quannianri,0.021744493462619478
11.5,zg,18661.20349108177,sn,quannianri,0.025050663241822972
12.5,zg,16004.273573876686,sn,quannianri,0.02148401993048256
13.5,zg,23644.929066386663,sn,quannianri,0.03174078004679149
14.5,zg,23073.210872218337,sn,quannianri,0.03097330971947962
15.5,zg,17482.329602789516,sn,quannianri,0.023468151546138342
16.5,zg,15571.001340419492,sn,quannianri,0.020902398449448086
17.5,zg,14837.673262882605,sn,quannianri,0.01991798419530155
18.5,zg,15941.260256752968,sn,quannianri,0.021399431313903202
19.5,zg,16822.455190402266,sn,quannianri,0.02258234095549189
20.5,zg,19044.261001813386,sn,quannianri,0.025564876845901325
21.5,zg,19859.3227460395,sn,quannianri,0.026659009777127273
22.5,zg,22853.317563704913,sn,quannianri,0.030678126548505005
23.5,zg,22205.080510706586,sn,quannianri,0.02980793786408852
0.5,zd,13801.508163634166,sn,quannianri,0.018527043735507117
1.5,zd,14354.046769066019,sn,quannianri,0.01926876752301068
2.5,zd,13637.29457256171,sn,quannianri,0.018306604610471455
3.5,zd,11529.793060139651,sn,quannianri,0.015477509976004385
4.5,zd,12564.915979722959,sn,quannianri,0.01686705142142972
5.5,zd,11967.915166046832,sn,quannianri,0.01606564189038623
6.5,zd,11956.774833904708,sn,quannianri,0.016050687189901464
7.5,zd,11685.129557066784,sn,quannianri,0.015686032554708688
8.5,zd,11715.590851481373,sn,quannianri,0.015726923573803706
9.5,zd,12017.254141043557,sn,quannianri,0.016131874169988687
10.5,zd,11554.789848789682,sn,quannianri,0.015511065482480598
11.5,zd,13175.070550526103,sn,quannianri,0.01768611845994914
12.5,zd,11732.69547119222,sn,quannianri,0.015749884690350165
13.5,zd,16007.280623260402,sn,quannianri,0.021488056571608034
14.5,zd,15169.357469565915,sn,quannianri,0.020363234651319867
15.5,zd,11883.320959839479,sn,quannianri,0.015952083245954617
16.5,zd,10991.96749503055,sn,quannianri,0.01475553686634777
17.5,zd,10668.78905456387,sn,quannianri,0.014321704488761971
18.5,zd,11311.873019191935,sn,quannianri,0.01518497570499478
19.5,zd,11687.05755705668,sn,quannianri,0.015688620687810614
20.5,zd,12965.732898907134,sn,quannianri,0.017405105125678014
21.5,zd,13846.922501089668,sn,quannianri,0.018588007610344664
22.5,zd,14956.35490670795,sn,quannianri,0.020077301566974577
23.5,zd,14834.157410928721,sn,quannianri,0.019913264541322803
0.5,zg,28649.5402471496,sx,quannianri,0.024654845299947586
1.5,zg,29071.857602928852,sx,quannianri,0.02501827762676324
2.5,zg,27354.211704369045,sx,quannianri,0.02354012846472582
3.5,zg,24487.324613446515,sx,quannianri,0.021072980401987046
4.5,zg,25980.876797663357,sx,quannianri,0.022358281936727335
