x,y
0.5,28611.192048798686
1.5,27023.898869027253
2.5,25941.38950781482
3.5,24928.911586162692
4.5,24353.182548120247
5.5,24856.251255814674
6.5,25207.59335659668
7.5,24868.70919276844
8.5,28436.76431969855
9.5,32014.656792421127
10.5,34189.731927981855
11.5,37360.239581865084
12.5,36673.04077931831
13.5,37778.6112166289
14.5,38031.258101117666
15.5,37761.11319048996
16.5,37481.0913449835
17.5,36770.54227023391
18.5,34783.2821431976
19.5,33578.085189354984
20.5,36038.916909324806
21.5,37019.35750267333
22.5,35014.31371428554
23.5,32766.535681714267
