x,y
0.5,21075.415739221793
1.5,20897.968992282265
2.5,20542.202813422333
3.5,20529.46398222812
4.5,20507.921240741205
5.5,20898.332461050897
6.5,21542.3777757776
7.5,22288.142317217455
8.5,21582.941510710854
9.5,21139.938196083913
10.5,21076.599843132928
11.5,21821.39171597652
12.5,21673.38194322274
13.5,21000.183262875078
14.5,21032.19890839218
15.5,21396.82151383541
16.5,22214.679729769625
17.5,23994.213572747387
18.5,25229.49967315938
19.5,24818.77172096893
20.5,24313.166891611916
21.5,23550.370632079743
22.5,22389.868716451638
23.5,21710.068164363453
