x,variable,value,p,d
22.5,zd,29897.111622937617,mengxi,quannianri
23.5,zd,30356.9751843038,mengxi,quannianri
0.5,zg,10304.029768327544,nx,quannianri
1.5,zg,11348.624084630954,nx,quannianri
2.5,zg,11125.457743655938,nx,quannianri
3.5,zg,10493.715379070183,nx,quannianri
4.5,zg,11161.77472972792,nx,quannianri
5.5,zg,11404.66912209951,nx,quannianri
6.5,zg,11263.883210982223,nx,quannianri
7.5,zg,11154.315482141246,nx,quannianri
8.5,zg,10963.488223203756,nx,quannianri
9.5,zg,11239.43068703747,nx,quannianri
10.5,zg,10999.919355792896,nx,quannianri
11.5,zg,10962.056566053057,nx,quannianri
12.5,zg,11520.172660615903,nx,quannianri
13.5,zg,11697.588947774022,nx,quannianri
14.5,zg,11905.197088463354,nx,quannianri
15.5,zg,11466.39790894869,nx,quannianri
16.5,zg,11297.615087587585,nx,quannianri
17.5,zg,11112.762721058592,nx,quannianri
18.5,zg,11657.403628020644,nx,quannianri
19.5,zg,12024.401589495612,nx,quannianri
20.5,zg,12500.965003261817,nx,quannianri
21.5,zg,12448.227131936992,nx,quannianri
22.5,zg,12662.18078580526,nx,quannianri
23.5,zg,12501.146412899403,nx,quannianri
0.5,zd,8951.41561149929,nx,quannianri
1.5,zd,10049.732878774892,nx,quannianri
2.5,zd,9995.399884204191,nx,quannianri
3.5,zd,9365.35280186237,nx,quannianri
4.5,zd,9924.09641832092,nx,quannianri
5.5,zd,10127.1364704706,nx,quannianri
6.5,zd,9969.381473562464,nx,quannianri
7.5,zd,10118.006146656115,nx,quannianri
8.5,zd,10003.66246502746,nx,quannianri
9.5,zd,10095.395971035026,nx,quannianri
10.5,zd,9897.244932163478,nx,quannianri
11.5,zd,9915.551796443056,nx,quannianri
12.5,zd,10544.05179959459,nx,quannianri
13.5,zd,10234.742517265051,nx,quannianri
14.5,zd,10807.179131519533,nx,quannianri
15.5,zd,10159.087887745358,nx,quannianri
16.5,zd,10064.417639504813,nx,quannianri
17.5,zd,9994.069855886937,nx,quannianri
18.5,zd,10396.206549423752,nx,quannianri
19.5,zd,10687.839726294224,nx,quannianri
20.5,zd,11201.465010927626,nx,quannianri
21.5,zd,11164.781747038603,nx,quannianri
22.5,zd,11384.269864727316,nx,quannianri
23.5,zd,11367.939706549098,nx,quannianri
0.5,zg,9144.227226048035,qh,quannianri
1.5,zg,8973.513294314305,qh,quannianri
2.5,zg,8742.556085702023,qh,quannianri
3.5,zg,8443.192957786881,qh,quannianri
4.5,zg,8575.917665436056,qh,quannianri
5.5,zg,8420.11781631249,qh,quannianri
6.5,zg,8415.334242660418,qh,quannianri
7.5,zg,8436.730382205662,qh,quannianri
8.5,zg,8377.120869123572,qh,quannianri
9.5,zg,8135.794876319163,qh,quannianri
10.5,zg,8378.103237315478,qh,quannianri
11.5,zg,8419.602066565534,qh,quannianri
12.5,zg,8487.93872322026,qh,quannianri
13.5,zg,8332.995099916605,qh,quannianri
14.5,zg,8231.53966216744,qh,quannianri
15.5,zg,8339.720744789907,qh,quannianri
16.5,zg,8342.750065422288,qh,quannianri
17.5,zg,8369.3363665254,qh,quannianri
18.5,zg,8687.143455806174,qh,quannianri
19.5,zg,8808.837663710196,qh,quannianri
20.5,zg,8986.583368891588,qh,quannianri
21.5,zg,8934.000271828816,qh,quannianri
22.5,zg,8840.681067408006,qh,quannianri
23.5,zg,8914.11256917261,qh,quannianri
0.5,zd,8336.06471248093,qh,quannianri
1.5,zd,8206.2980560316,qh,quannianri
2.5,zd,7897.665540712539,qh,quannianri
3.5,zd,7766.371770738731,qh,quannianri
4.5,zd,7778.756735227639,qh,quannianri
5.5,zd,7752.0950424540115,qh,quannianri
6.5,zd,7632.387165256369,qh,quannianri
7.5,zd,7726.298364310996,qh,quannianri
8.5,zd,7688.268421333164,qh,quannianri
9.5,zd,7619.779572524435,qh,quannianri
10.5,zd,7562.452484114139,qh,quannianri
11.5,zd,7550.491245578808,qh,quannianri
12.5,zd,7745.411849448482,qh,quannianri
13.5,zd,7731.804047931423,qh,quannianri
14.5,zd,7538.759210740307,qh,quannianri
15.5,zd,7635.149380904417,qh,quannianri
16.5,zd,7519.805432153233,qh,quannianri
17.5,zd,7469.686849549029,qh,quannianri
18.5,zd,7985.933044088629,qh,quannianri
19.5,zd,7998.675571895384,qh,quannianri
20.5,zd,8059.521404742065,qh,quannianri
21.5,zd,8020.495912402003,qh,quannianri
22.5,zd,7850.588099505668,qh,quannianri
23.5,zd,7911.721055843972,qh,quannianri
0.5,zg,33088.25234125859,sc,quannianri
1.5,zg,31880.989203702382,sc,quannianri
2.5,zg,32586.93180590989,sc,quannianri
3.5,zg,24882.44770692987,sc,quannianri
4.5,zg,26372.771462967627,sc,quannianri
5.5,zg,26377.161783202246,sc,quannianri
6.5,zg,26205.791927104332,sc,quannianri
7.5,zg,25076.69182414198,sc,quannianri
8.5,zg,25288.000266862815,sc,quannianri
9.5,zg,26159.182073281223,sc,quannianri
10.5,zg,27317.303420744167,sc,quannianri
11.5,zg,27403.9362099914,sc,quannianri
12.5,zg,27640.060319646418,sc,quannianri
13.5,zg,37729.20229661387,sc,quannianri
14.5,zg,34159.49306187668,sc,quannianri
15.5,zg,35637.52722016141,sc,quannianri
16.5,zg,28677.616701133444,sc,quannianri
17.5,zg,26704.107271968693,sc,quannianri
18.5,zg,28237.972110399507,sc,quannianri
19.5,zg,29057.998545410763,sc,quannianri
20.5,zg,30100.226525920843,sc,quannianri
21.5,zg,31854.772353492834,sc,quannianri
22.5,zg,35811.15017704946,sc,quannianri
23.5,zg,35328.60985738034,sc,quannianri
0.5,zd,20561.2560721358,sc,quannianri
1.5,zd,20073.922078901043,sc,quannianri
2.5,zd,19434.252749898726,sc,quannianri
3.5,zd,15308.129205260677,sc,quannianri
4.5,zd,17995.489839243808,sc,quannianri
5.5,zd,18052.80788504722,sc,quannianri
6.5,zd,17860.51977286319,sc,quannianri
7.5,zd,17342.40006877825,sc,quannianri
8.5,zd,17628.115714773656,sc,quannianri
9.5,zd,17780.015207170825,sc,quannianri
10.5,zd,18389.317218658693,sc,quannianri
11.5,zd,18363.21080103305,sc,quannianri
12.5,zd,18162.12258729516,sc,quannianri
13.5,zd,24694.077597494284,sc,quannianri
14.5,zd,22169.32839827897,sc,quannianri
15.5,zd,23104.36792985569,sc,quannianri
16.5,zd,20576.00633099775,sc,quannianri
17.5,zd,19202.29905510681,sc,quannianri
18.5,zd,19643.121312173505,sc,quannianri
19.5,zd,20137.945645076597,sc,quannianri
20.5,zd,20464.81944454304,sc,quannianri
21.5,zd,21619.304326208778,sc,quannianri
22.5,zd,22718.476200964604,sc,quannianri
23.5,zd,22445.64429088908,sc,quannianri
0.5,zg,62780.323998150394,sd,quannianri
1.5,zg,65469.35902980752,sd,quannianri
2.5,zg,58187.03480533651,sd,quannianri
3.5,zg,50718.44740750457,sd,quannianri
4.5,zg,56251.28893555833,sd,quannianri
5.5,zg,54578.36266612984,sd,quannianri
6.5,zg,55848.3834325676,sd,quannianri
7.5,zg,54383.79457022346,sd,quannianri
8.5,zg,54948.197326297435,sd,quannianri
9.5,zg,54484.1211158111,sd,quannianri
10.5,zg,48913.04804385436,sd,quannianri
11.5,zg,59213.064700113515,sd,quannianri
12.5,zg,59466.40305927493,sd,quannianri
13.5,zg,76416.56582012492,sd,quannianri
14.5,zg,79028.65264231557,sd,quannianri
15.5,zg,59546.483420815406,sd,quannianri
16.5,zg,56194.27074522097,sd,quannianri
17.5,zg,52397.85244210076,sd,quannianri
18.5,zg,56576.748237551175,sd,quannianri
19.5,zg,58174.16317593157,sd,quannianri
20.5,zg,59857.653728974365,sd,quannianri
21.5,zg,60277.934712361035,sd,quannianri
22.5,zg,68268.56745443544,sd,quannianri
23.5,zg,65703.94814561043,sd,quannianri
0.5,zd,49351.27922677479,sd,quannianri
1.5,zd,51365.05634218391,sd,quannianri
2.5,zd,46659.033262161094,sd,quannianri
3.5,zd,37336.13015663897,sd,quannianri
4.5,zd,47962.49438453954,sd,quannianri
5.5,zd,47457.60732359956,sd,quannianri
6.5,zd,48722.6957061634,sd,quannianri
7.5,zd,47057.53501931782,sd,quannianri
8.5,zd,48754.047352107635,sd,quannianri
9.5,zd,48742.566316756944,sd,quannianri
10.5,zd,40589.04245293505,sd,quannianri
11.5,zd,49811.046959588086,sd,quannianri
12.5,zd,50227.31054241886,sd,quannianri
13.5,zd,56669.10711245418,sd,quannianri
14.5,zd,61050.39651088629,sd,quannianri
15.5,zd,49539.84484623587,sd,quannianri
16.5,zd,49090.84535804418,sd,quannianri
17.5,zd,45623.335406984224,sd,quannianri
18.5,zd,48222.29459954396,sd,quannianri
19.5,zd,49097.53540644546,sd,quannianri
20.5,zd,49198.40172956797,sd,quannianri
21.5,zd,49988.36973592183,sd,quannianri
22.5,zd,53847.444034754124,sd,quannianri
23.5,zd,52111.50687284647,sd,quannianri
0.5,zg,25233.412198205908,sh,quannianri
1.5,zg,24882.33179570739,sh,quannianri
2.5,zg,22516.901345702758,sh,quannianri
3.5,zg,18097.195405448925,sh,quannianri
4.5,zg,18761.74680895315,sh,quannianri
5.5,zg,16792.972679670052,sh,quannianri
6.5,zg,17133.804972314414,sh,quannianri
7.5,zg,17280.382571972154,sh,quannianri
8.5,zg,17298.190452098166,sh,quannianri
9.5,zg,17569.20604525585,sh,quannianri
10.5,zg,18248.445479676153,sh,quannianri
11.5,zg,20911.91113032875,sh,quannianri
12.5,zg,25190.671866379627,sh,quannianri
13.5,zg,29019.66933726197,sh,quannianri
14.5,zg,29184.276484131704,sh,quannianri
15.5,zg,23592.74205159383,sh,quannianri
16.5,zg,20166.966885430324,sh,quannianri
17.5,zg,17653.80919527651,sh,quannianri
18.5,zg,17910.887139867315,sh,quannianri
19.5,zg,17392.08970757168,sh,quannianri
20.5,zg,16691.4389374643,sh,quannianri
21.5,zg,17843.019221574134,sh,quannianri
22.5,zg,22056.17986329745,sh,quannianri
23.5,zg,19875.480365332252,sh,quannianri
0.5,zd,14952.779654465656,sh,quannianri
1.5,zd,14791.646147126934,sh,quannianri
2.5,zd,15369.601856262458,sh,quannianri
3.5,zd,12050.93825008946,sh,quannianri
4.5,zd,13149.169860080954,sh,quannianri
5.5,zd,11645.747618387082,sh,quannianri
6.5,zd,11511.65968422624,sh,quannianri
7.5,zd,11700.000312860706,sh,quannianri
8.5,zd,11892.3270313932,sh,quannianri
9.5,zd,11889.009508340176,sh,quannianri
10.5,zd,12521.909678758602,sh,quannianri
11.5,zd,12389.225473991135,sh,quannianri
12.5,zd,15587.616958925586,sh,quannianri
13.5,zd,17461.492402022403,sh,quannianri
14.5,zd,18380.61773409817,sh,quannianri
15.5,zd,16012.45382466872,sh,quannianri
16.5,zd,14050.143884766916,sh,quannianri
17.5,zd,13214.452930130024,sh,quannianri
18.5,zd,11741.59038461467,sh,quannianri
19.5,zd,11656.75362761884,sh,quannianri
20.5,zd,11057.34377677198,sh,quannianri
21.5,zd,12287.013721495181,sh,quannianri
22.5,zd,14261.946080653872,sh,quannianri
23.5,zd,13167.514398740366,sh,quannianri
0.5,zg,20874.146829217112,sn,quannianri
1.5,zg,21081.05876619896,sn,quannianri
2.5,zg,19971.205625508843,sn,quannianri
3.5,zg,16409.09971072205,sn,quannianri
4.5,zg,17401.49647238382,sn,quannianri
5.5,zg,16533.88803677286,sn,quannianri
6.5,zg,16503.471381375934,sn,quannianri
7.5,zg,16003.00876365783,sn,quannianri
8.5,zg,15875.550197909928,sn,quannianri
9.5,zg,16071.352208941174,sn,quannianri
10.5,zg,16198.310336110299,sn,quannianri
11.5,zg,18661.20349108177,sn,quannianri
12.5,zg,16004.273573876686,sn,quannianri
13.5,zg,23644.929066386663,sn,quannianri
14.5,zg,23073.210872218337,sn,quannianri
15.5,zg,17482.329602789516,sn,quannianri
16.5,zg,15571.001340419492,sn,quannianri
17.5,zg,14837.673262882605,sn,quannianri
18.5,zg,15941.260256752968,sn,quannianri
19.5,zg,16822.455190402266,sn,quannianri
20.5,zg,19044.261001813386,sn,quannianri
21.5,zg,19859.3227460395,sn,quannianri
22.5,zg,22853.317563704913,sn,quannianri
23.5,zg,22205.080510706586,sn,quannianri
0.5,zd,13801.508163634166,sn,quannianri
1.5,zd,14354.046769066019,sn,quannianri
2.5,zd,13637.29457256171,sn,quannianri
3.5,zd,11529.793060139651,sn,quannianri
4.5,zd,12564.915979722959,sn,quannianri
5.5,zd,11967.915166046832,sn,quannianri
6.5,zd,11956.774833904708,sn,quannianri
7.5,zd,11685.129557066784,sn,quannianri
8.5,zd,11715.590851481373,sn,quannianri
9.5,zd,12017.254141043557,sn,quannianri
10.5,zd,11554.789848789682,sn,quannianri
11.5,zd,13175.070550526103,sn,quannianri
12.5,zd,11732.69547119222,sn,quannianri
13.5,zd,16007.280623260402,sn,quannianri
14.5,zd,15169.357469565915,sn,quannianri
15.5,zd,11883.320959839479,sn,quannianri
16.5,zd,10991.96749503055,sn,quannianri
17.5,zd,10668.78905456387,sn,quannianri
18.5,zd,11311.873019191935,sn,quannianri
19.5,zd,11687.05755705668,sn,quannianri
20.5,zd,12965.732898907134,sn,quannianri
21.5,zd,13846.922501089668,sn,quannianri
22.5,zd,14956.35490670795,sn,quannianri
23.5,zd,14834.157410928721,sn,quannianri
0.5,zg,28649.5402471496,sx,quannianri
1.5,zg,29071.857602928852,sx,quannianri
2.5,zg,27354.211704369045,sx,quannianri
3.5,zg,24487.324613446515,sx,quannianri
4.5,zg,25980.876797663357,sx,quannianri
5.5,zg,25721.63027769112,sx,quannianri
6.5,zg,25767.639423107095,sx,quannianri
7.5,zg,24619.82944884799,sx,quannianri
8.5,zg,24520.23703318559,sx,quannianri
9.5,zg,24921.698094875246,sx,quannianri
10.5,zg,24811.343043321696,sx,quannianri
11.5,zg,26657.094112616705,sx,quannianri
12.5,zg,24702.070039279697,sx,quannianri
13.5,zg,27596.444024382145,sx,quannianri
14.5,zg,28251.58329120742,sx,quannianri
15.5,zg,26405.550325945984,sx,quannianri
16.5,zg,25542.143637991823,sx,quannianri
17.5,zg,25253.55531957258,sx,quannianri
18.5,zg,26661.897893297435,sx,quannianri
19.5,zg,27875.629186101043,sx,quannianri
20.5,zg,29032.742173617247,sx,quannianri
21.5,zg,29567.885755109095,sx,quannianri
22.5,zg,31963.395594319732,sx,quannianri
23.5,zg,31031.905325983575,sx,quannianri
0.5,zd,22315.7562468789,sx,quannianri
1.5,zd,22981.801366038635,sx,quannianri
2.5,zd,21319.46248612497,sx,quannianri
3.5,zd,19268.56803208175,sx,quannianri
4.5,zd,20572.927369691493,sx,quannianri
5.5,zd,20419.1336012855,sx,quannianri
6.5,zd,20744.571151339034,sx,quannianri
7.5,zd,20000.963981293888,sx,quannianri
8.5,zd,20036.484323231667,sx,quannianri
9.5,zd,20151.230132002038,sx,quannianri
10.5,zd,20032.632200102686,sx,quannianri
11.5,zd,21701.933836334294,sx,quannianri
12.5,zd,20225.87446781866,sx,quannianri
13.5,zd,21920.02982839722,sx,quannianri
14.5,zd,22592.125306788712,sx,quannianri
15.5,zd,21121.86140272398,sx,quannianri
16.5,zd,20393.08099790441,sx,quannianri
17.5,zd,20112.61869878616,sx,quannianri
18.5,zd,20905.951022661175,sx,quannianri
19.5,zd,21886.241909673652,sx,quannianri
20.5,zd,22987.593202918717,sx,quannianri
21.5,zd,23837.644780192335,sx,quannianri
22.5,zd,25251.451505925237,sx,quannianri
23.5,zd,24796.7191200378,sx,quannianri
0.5,zg,12205.259541034544,tj,quannianri
1.5,zg,12768.36218334837,tj,quannianri
2.5,zg,11167.698489716471,tj,quannianri
3.5,zg,9332.401519528164,tj,quannianri
4.5,zg,10958.388257565726,tj,quannianri
5.5,zg,9687.690925958097,tj,quannianri
6.5,zg,10015.52620772445,tj,quannianri
7.5,zg,9734.639019247565,tj,quannianri
8.5,zg,10018.213588330858,tj,quannianri
9.5,zg,10274.426379209823,tj,quannianri
10.5,zg,10305.641013502476,tj,quannianri
11.5,zg,12616.594567309266,tj,quannianri
12.5,zg,12073.540657520314,tj,quannianri
13.5,zg,13457.491667705483,tj,quannianri
14.5,zg,13567.271260751455,tj,quannianri
15.5,zg,12077.706954517962,tj,quannianri
16.5,zg,10355.04655405267,tj,quannianri
17.5,zg,9134.495996957216,tj,quannianri
18.5,zg,9861.958082682571,tj,quannianri
19.5,zg,10372.374847497558,tj,quannianri
20.5,zg,11010.333475940912,tj,quannianri
21.5,zg,11302.364408189107,tj,quannianri
22.5,zg,12935.349792931842,tj,quannianri
23.5,zg,12418.156571600784,tj,quannianri
0.5,zd,8492.537307715129,tj,quannianri
1.5,zd,8982.355756925599,tj,quannianri
2.5,zd,8204.192119671041,tj,quannianri
3.5,zd,6670.013121639625,tj,quannianri
4.5,zd,8019.228793686204,tj,quannianri
5.5,zd,7069.249894506634,tj,quannianri
6.5,zd,7071.039356576768,tj,quannianri
7.5,zd,6908.603258047142,tj,quannianri
8.5,zd,6989.625592896058,tj,quannianri
9.5,zd,7130.924378675013,tj,quannianri
10.5,zd,7498.557963277172,tj,quannianri
11.5,zd,8326.487261178723,tj,quannianri
12.5,zd,8164.3635024370615,tj,quannianri
13.5,zd,9018.689193951861,tj,quannianri
14.5,zd,8712.418652001332,tj,quannianri
15.5,zd,8230.585349609752,tj,quannianri
16.5,zd,7317.37668034051,tj,quannianri
17.5,zd,6534.832024456603,tj,quannianri
18.5,zd,6896.810175600699,tj,quannianri
19.5,zd,7294.306963617342,tj,quannianri
20.5,zd,7899.026306085376,tj,quannianri
21.5,zd,8099.699325558297,tj,quannianri
22.5,zd,9283.475033770588,tj,quannianri
23.5,zd,8908.615996651879,tj,quannianri
0.5,zg,27354.04212795837,xj,quannianri
1.5,zg,26623.0254206057,xj,quannianri
2.5,zg,26028.462463879492,xj,quannianri
3.5,zg,25032.46327185611,xj,quannianri
4.5,zg,25712.35179822327,xj,quannianri
5.5,zg,25896.898738579945,xj,quannianri
6.5,zg,25214.545917332984,xj,quannianri
7.5,zg,25387.923278351172,xj,quannianri
8.5,zg,25297.11332140974,xj,quannianri
9.5,zg,24451.004039658616,xj,quannianri
10.5,zg,25939.426667146643,xj,quannianri
11.5,zg,27498.28240385272,xj,quannianri
12.5,zg,28045.949647804417,xj,quannianri
13.5,zg,28162.483887766048,xj,quannianri
14.5,zg,28518.550759956124,xj,quannianri
15.5,zg,26945.587024685894,xj,quannianri
16.5,zg,25601.78123820697,xj,quannianri
17.5,zg,24875.205711856866,xj,quannianri
18.5,zg,25856.925169681257,xj,quannianri
19.5,zg,27063.85597679278,xj,quannianri
20.5,zg,27940.632833200918,xj,quannianri
21.5,zg,27964.650678579885,xj,quannianri
22.5,zg,28743.195942747454,xj,quannianri
23.5,zg,28747.583946972052,xj,quannianri
0.5,zd,25022.4391301454,xj,quannianri
1.5,zd,24244.116966594505,xj,quannianri
2.5,zd,23983.946024938687,xj,quannianri
3.5,zd,23087.021859126235,xj,quannianri
4.5,zd,23442.025908523585,xj,quannianri
5.5,zd,23477.281095785715,xj,quannianri
6.5,zd,22872.116104665285,xj,quannianri
7.5,zd,22711.193100465105,xj,quannianri
8.5,zd,22656.69552265382,xj,quannianri
9.5,zd,22084.150377827664,xj,quannianri
10.5,zd,23254.65052800956,xj,quannianri
11.5,zd,24752.252680706843,xj,quannianri
12.5,zd,25220.649070749274,xj,quannianri
13.5,zd,25601.28224207343,xj,quannianri
14.5,zd,25429.718206705482,xj,quannianri
15.5,zd,24203.89396757889,xj,quannianri
16.5,zd,23011.45390753326,xj,quannianri
17.5,zd,22673.434265257212,xj,quannianri
18.5,zd,23144.821963128616,xj,quannianri
19.5,zd,24248.389721871008,xj,quannianri
20.5,zd,25383.731126097773,xj,quannianri
21.5,zd,25449.895644609125,xj,quannianri
22.5,zd,26049.789821614882,xj,quannianri
23.5,zd,26123.701820089824,xj,quannianri
0.5,zg,1076.6404368803203,xz,quannianri
1.5,zg,933.6754056720027,xz,quannianri
2.5,zg,819.4920099974707,xz,quannianri
3.5,zg,791.4652232592734,xz,quannianri
4.5,zg,937.6083013938846,xz,quannianri
5.5,zg,945.4471461790396,xz,quannianri
6.5,zg,938.8473098836968,xz,quannianri
7.5,zg,840.9704140464863,xz,quannianri
8.5,zg,917.9687158707042,xz,quannianri
9.5,zg,828.9731180477112,xz,quannianri
10.5,zg,820.478163747795,xz,quannianri
11.5,zg,855.5201595742067,xz,quannianri
12.5,zg,862.9347804580792,xz,quannianri
13.5,zg,853.8793043671667,xz,quannianri
14.5,zg,853.7512734760206,xz,quannianri
15.5,zg,855.5794600235841,xz,quannianri
16.5,zg,882.912553725205,xz,quannianri
17.5,zg,886.6270681384161,xz,quannianri
18.5,zg,1042.7372010378988,xz,quannianri
19.5,zg,1099.696316626966,xz,quannianri
20.5,zg,1204.103642052471,xz,quannianri
21.5,zg,1194.8931007029657,xz,quannianri
22.5,zg,1255.4871567329142,xz,quannianri
23.5,zg,1347.2198594750878,xz,quannianri
0.5,zd,683.1892747735955,xz,quannianri
1.5,zd,584.3654321953215,xz,quannianri
2.5,zd,499.9416272621264,xz,quannianri
3.5,zd,499.8476195667811,xz,quannianri
4.5,zd,550.5258385662813,xz,quannianri
5.5,zd,573.1005567991361,xz,quannianri
6.5,zd,600.2740106368975,xz,quannianri
7.5,zd,515.8178560638111,xz,quannianri
8.5,zd,572.9285318407824,xz,quannianri
9.5,zd,545.2567077053503,xz,quannianri
10.5,zd,524.8415127020022,xz,quannianri
11.5,zd,554.8306648061705,xz,quannianri
12.5,zd,559.5266935692479,xz,quannianri
13.5,zd,528.9337722012754,xz,quannianri
14.5,zd,536.5154016223345,xz,quannianri
15.5,zd,538.2866767607588,xz,quannianri
16.5,zd,573.0319038485477,xz,quannianri
17.5,zd,586.5439737860113,xz,quannianri
18.5,zd,664.6137992090198,xz,quannianri
19.5,zd,684.3752208584526,xz,quannianri
20.5,zd,754.295410469082,xz,quannianri
21.5,zd,746.8590808205747,xz,quannianri
22.5,zd,745.6864162445747,xz,quannianri
23.5,zd,838.3561429052819,xz,quannianri
0.5,zg,19642.902223615703,yn,quannianri
1.5,zg,19217.825372881485,yn,quannianri
2.5,zg,19226.499632687362,yn,quannianri
3.5,zg,15607.43198147257,yn,quannianri
4.5,zg,18388.061390071118,yn,quannianri
5.5,zg,18306.848631169218,yn,quannianri
6.5,zg,18467.051220493227,yn,quannianri
7.5,zg,18811.975449077177,yn,quannianri
8.5,zg,17816.71568704188,yn,quannianri
9.5,zg,19242.433984511877,yn,quannianri
10.5,zg,18137.387028557056,yn,quannianri
11.5,zg,17531.332800246924,yn,quannianri
12.5,zg,17703.868984887184,yn,quannianri
13.5,zg,18690.700653485215,yn,quannianri
14.5,zg,18559.842718789358,yn,quannianri
15.5,zg,18836.524755206814,yn,quannianri
16.5,zg,19112.048605254124,yn,quannianri
17.5,zg,18133.839296629933,yn,quannianri
18.5,zg,19911.81150120643,yn,quannianri
19.5,zg,20238.68045917066,yn,quannianri
20.5,zg,19889.876894123707,yn,quannianri
21.5,zg,20056.719339001826,yn,quannianri
22.5,zg,20333.885522508932,yn,quannianri
23.5,zg,20385.039705316878,yn,quannianri
0.5,zd,12026.589823939088,yn,quannianri
1.5,zd,12886.640675966313,yn,quannianri
2.5,zd,12239.68392375485,yn,quannianri
3.5,zd,10123.602631341346,yn,quannianri
4.5,zd,12028.77014924831,yn,quannianri
5.5,zd,12218.468568168031,yn,quannianri
6.5,zd,12459.712216005297,yn,quannianri
7.5,zd,12857.980409134872,yn,quannianri
8.5,zd,12096.30445028035,yn,quannianri
9.5,zd,13097.936564578844,yn,quannianri
10.5,zd,12679.934070641508,yn,quannianri
11.5,zd,11805.188665165404,yn,quannianri
12.5,zd,12091.36515983073,yn,quannianri
13.5,zd,12955.059811278243,yn,quannianri
14.5,zd,12635.879245667558,yn,quannianri
15.5,zd,12990.930057114847,yn,quannianri
16.5,zd,12793.139075071538,yn,quannianri
17.5,zd,12613.367035943218,yn,quannianri
18.5,zd,13060.861893357836,yn,quannianri
19.5,zd,13741.830102407313,yn,quannianri
20.5,zd,13376.136791536705,yn,quannianri
21.5,zd,13522.898086758136,yn,quannianri
22.5,zd,13160.068666249317,yn,quannianri
23.5,zd,13459.894175658546,yn,quannianri
0.5,zg,65189.408907490884,zj,quannianri
1.5,zg,64995.15985602181,zj,quannianri
2.5,zg,42653.557304839596,zj,quannianri
3.5,zg,32416.634405670768,zj,quannianri
4.5,zg,52952.56007352815,zj,quannianri
5.5,zg,56427.8695044732,zj,quannianri
6.5,zg,56251.39220920955,zj,quannianri
7.5,zg,56840.784079162484,zj,quannianri
8.5,zg,57129.88914283606,zj,quannianri
9.5,zg,59298.70910046757,zj,quannianri
10.5,zg,57630.23050665518,zj,quannianri
11.5,zg,62428.794417990444,zj,quannianri
12.5,zg,68769.86168057182,zj,quannianri
13.5,zg,75696.8235501669,zj,quannianri
14.5,zg,76759.2808829684,zj,quannianri
15.5,zg,67229.72900889025,zj,quannianri
16.5,zg,58374.35378513504,zj,quannianri
17.5,zg,51081.66906958751,zj,quannianri
18.5,zg,57270.132879758465,zj,quannianri
19.5,zg,57741.531587825935,zj,quannianri
20.5,zg,57849.16655915021,zj,quannianri
21.5,zg,56702.7157623739,zj,quannianri
22.5,zg,65855.34628428413,zj,quannianri
23.5,zg,61628.222636462044,zj,quannianri
0.5,zd,40117.56098672685,zj,quannianri
1.5,zd,39494.7167522044,zj,quannianri
2.5,zd,28014.6052647115,zj,quannianri
3.5,zd,19480.057714236176,zj,quannianri
4.5,zd,35030.51973293164,zj,quannianri
5.5,zd,36835.844041014796,zj,quannianri
6.5,zd,37929.631138819495,zj,quannianri
7.5,zd,38176.60125436414,zj,quannianri
8.5,zd,38946.80976953811,zj,quannianri
9.5,zd,39874.26400000651,zj,quannianri
10.5,zd,39916.87358667295,zj,quannianri
11.5,zd,40136.18719265502,zj,quannianri
12.5,zd,46493.39068594221,zj,quannianri
13.5,zd,48733.496978498995,zj,quannianri
14.5,zd,51068.44174549155,zj,quannianri
15.5,zd,46709.15019434363,zj,quannianri
16.5,zd,41134.907691336026,zj,quannianri
17.5,zd,37794.44449904694,zj,quannianri
18.5,zd,37779.43587170429,zj,quannianri
19.5,zd,38749.84010039953,zj,quannianri
20.5,zd,38291.14365838976,zj,quannianri
21.5,zd,38370.49061630502,zj,quannianri
22.5,zd,40946.81897652786,zj,quannianri
23.5,zd,39263.092941027106,zj,quannianri
