x,y
0.5,87014.73405161258
1.5,84029.04060764411
2.5,80202.4992796148
3.5,77352.28442610355
4.5,75046.03947365735
5.5,73573.03212237051
6.5,73580.40552523868
7.5,76847.18810840862
8.5,94606.60248437713
9.5,102506.45780021398
10.5,106676.42075785338
11.5,106795.98837717697
12.5,96096.46495488488
13.5,102862.373526505
14.5,108224.82169995201
15.5,108982.25786811784
16.5,108982.25782672559
17.5,103402.97368601829
18.5,96749.58546683325
19.5,99474.21182234075
20.5,98714.46479645303
21.5,97981.31255020038
22.5,97285.49887902656
23.5,93173.15607861936
