x,y
0.5,46562.57232568405
1.5,46461.168547290465
2.5,45899.04416497881
3.5,45260.236638304945
4.5,45262.83891930626
5.5,46539.829993343265
6.5,48754.88121898035
7.5,48332.029675951104
8.5,48090.427809419365
9.5,47945.166290227775
10.5,48175.952358783245
11.5,48490.592947589736
12.5,46396.63357174574
13.5,47317.76688159952
14.5,48175.66058171518
15.5,48677.51919401599
16.5,49383.265570821975
17.5,51124.12381956602
18.5,52876.79793235679
19.5,50185.226783827544
20.5,49630.8855697638
21.5,49465.84031528848
22.5,47483.50260324482
23.5,48499.32942613514
