x,y
0.5,6112.190816671948
1.5,5971.745790833602
2.5,5882.732592056003
3.5,5886.699354063919
4.5,5969.92678932274
5.5,6820.277090615842
6.5,7328.376940549452
7.5,7447.316601385157
8.5,7938.545850579109
9.5,8303.97293472267
10.5,8603.021057753223
11.5,8234.459067868109
12.5,8091.027888857285
13.5,8270.98869788994
14.5,8188.6816070093455
15.5,8387.286402447675
16.5,8560.97997561125
17.5,8403.809140567724
18.5,8046.102427793462
19.5,8347.690284914932
20.5,8133.124827690024
21.5,7677.558742467447
22.5,7022.24245779169
23.5,6464.655437268304
