x,y
0.5,5405.168817793159
1.5,5322.922542208555
2.5,5194.47869595708
3.5,5183.868006571058
4.5,5328.846731900761
5.5,5859.439773073058
6.5,6612.835495280699
7.5,6661.898830427883
8.5,6713.755614247179
9.5,6808.7459729418415
10.5,6782.850946256687
11.5,6601.2021134213255
12.5,6365.225313535879
13.5,6393.566467328382
14.5,6450.2026372333485
15.5,6665.887218970514
16.5,7300.619009673632
17.5,7701.975717347835
18.5,7710.141402628752
19.5,7529.282873597146
20.5,7197.573240537896
21.5,6907.493048417035
22.5,6261.237516724956
23.5,5690.031276647905
