x,y
0.5,26423.428543695
1.5,25847.63813237349
2.5,25236.277019477242
3.5,25193.12699149202
4.5,25098.491090944062
5.5,24954.805301692337
6.5,25053.46621117962
7.5,25284.280521031968
8.5,26198.596338641088
9.5,26422.50791414328
10.5,26900.316429928364
11.5,27275.117642031888
12.5,27464.38977160042
13.5,27172.35828318733
14.5,27223.42504868715
15.5,27106.340554109705
16.5,27353.30540513629
17.5,27464.389771967304
18.5,27651.36144316074
19.5,27651.303145603255
20.5,27589.825563293045
21.5,27660.33509889749
22.5,27928.665496135396
23.5,27535.865022550603
