x,y
0.5,13776.887896575814
1.5,13420.1851157673
2.5,12990.640180557086
3.5,12877.180497574922
4.5,12794.81702170368
5.5,12770.616594487226
6.5,13609.96920680613
7.5,14917.88146833219
8.5,16457.834639583
9.5,17527.185771336535
10.5,18180.75509493245
11.5,18348.9775557411
12.5,16519.14429138598
13.5,16047.894518271716
14.5,15956.205108732747
15.5,16689.66180763173
16.5,17242.56875744522
17.5,18330.82768643305
18.5,17876.595276672066
19.5,17204.653413463515
20.5,17812.335213362017
21.5,17252.30989189384
22.5,16091.99784757397
23.5,15040.213533409496
