x,y
0.5,7985.105728083914
1.5,7988.905083382378
2.5,7915.942425767185
3.5,7799.034977656404
4.5,7856.88632467574
5.5,7892.404071628107
6.5,8082.625627894944
7.5,8041.7758999888365
8.5,8168.909750736465
9.5,7742.450156525959
10.5,7645.298917743179
11.5,7903.522489536603
12.5,8112.628936438715
13.5,8130.322882434484
14.5,8284.42771451771
15.5,8133.424433668983
16.5,8151.888111023647
17.5,8098.724313166429
18.5,7941.0586803944825
19.5,8027.6509733644825
20.5,8184.282014841213
21.5,8118.540714686274
22.5,8005.319318128955
23.5,8104.354822890761
