x,y
0.5,20129.015482738
1.5,19208.334770114365
2.5,18592.31628918947
3.5,18081.887522746427
4.5,17798.349314235675
5.5,18216.268245177347
6.5,18692.069273964848
7.5,21000.037055191828
8.5,24479.509955926977
9.5,26629.00881494984
10.5,27859.947811784492
11.5,27713.93844753269
12.5,27938.763434905857
13.5,28202.567985357608
14.5,27853.995923807153
15.5,27571.760481175625
16.5,27144.301839387103
17.5,25987.24597784975
18.5,24944.438944935053
19.5,25426.213156925794
20.5,25567.977470723683
21.5,25069.37411222168
22.5,23721.731250377034
23.5,21937.797858583912
