x,variable,value
0.5,1,13344.759527822001
1.5,1,13736.424106554872
2.5,1,14096.552843232035
3.5,1,14352.321121716588
4.5,1,14296.96335930479
5.5,1,14177.41503991709
6.5,1,13924.889496563912
7.5,1,13790.280191562586
8.5,1,13936.74271172649
9.5,1,14206.965934849097
10.5,1,14470.427082453063
11.5,1,14551.28526419554
12.5,1,14529.398032138839
13.5,1,14627.079260359846
14.5,1,14643.47532127467
15.5,1,14646.090357189409
16.5,1,14548.14272866948
17.5,1,14428.439363702522
18.5,1,14281.355192465498
19.5,1,14158.196022038053
20.5,1,14099.449955871916
21.5,1,14093.193678107236
22.5,1,14276.598100426403
23.5,1,14594.972239013132
24.5,1,14778.487314498198
25.5,1,14724.450712523949
26.5,1,14610.212926233526
27.5,1,14582.88723263089
28.5,1,14670.34232689382
29.5,1,14710.871177210745
30.5,1,14654.89973501968
31.5,1,14515.608819809102
32.5,1,14444.73669056721
33.5,1,14374.988336467375
34.5,1,14291.059563620971
35.5,1,14207.668930211496
36.5,1,14115.802752217201
37.5,1,13819.704385413565
38.5,1,13463.07845025904
39.5,1,13165.705327381527
40.5,1,13034.335068142922
41.5,1,12912.548234175085
42.5,1,12483.460414711142
43.5,1,12076.864037073015
44.5,1,11450.621126334552
45.5,1,11150.154973208702
46.5,1,10855.480738992357
47.5,1,10679.303273566868
48.5,1,10705.441291878327
49.5,1,10855.283312338788
50.5,1,10976.413926530822
51.5,1,11137.608924982438
52.5,1,11345.45324635348
53.5,1,11586.53763177771
54.5,1,11778.401280860031
55.5,1,11773.464480870352
56.5,1,11777.64331397685
57.5,1,11927.84668126171
58.5,1,11994.74322389457
59.5,1,11908.593282900845
60.5,1,11825.154897858618
61.5,1,11772.73253099543
62.5,1,11914.996499940315
63.5,1,12189.023284796862
64.5,1,12471.479808459866
65.5,1,12696.731945028781
66.5,1,12814.311540751934
67.5,1,12753.481648479361
68.5,1,12549.956921138884
69.5,1,12317.018390502979
70.5,1,12201.12004408388
71.5,1,12174.519659012101
72.5,1,11989.362808469856
73.5,1,11791.419857662562
74.5,1,11791.267588995705
75.5,1,12043.383473558906
76.5,1,12327.25441018422
77.5,1,12447.329578072815
78.5,1,12506.771524029435
