x,y
0.5,10974.753189294812
1.5,11096.78551903212
2.5,11029.625007864539
3.5,10973.076992485008
4.5,10819.507259854969
5.5,10864.629305956118
6.5,10995.540780636175
7.5,11085.192586632307
8.5,10978.854787800155
9.5,11002.104216435955
10.5,11040.77047898915
11.5,11053.610116697231
12.5,11207.75431449308
13.5,11084.987283370258
14.5,11253.439353404176
15.5,11328.328577777427
16.5,11523.359247621205
17.5,11929.145198310987
18.5,11925.036920560091
19.5,11846.506708427307
20.5,11969.415865302242
21.5,11910.54709909385
22.5,11591.791904835169
23.5,11261.154381373502
