x,y
0.5,552.3398988498187
1.5,524.8978482512741
2.5,509.9145920944201
3.5,492.83593755560986
4.5,480.3767486216492
5.5,488.26539974116366
6.5,504.95712924213893
7.5,564.0866984942826
8.5,617.6739477178464
9.5,650.1442015832861
10.5,659.2827088080718
11.5,668.5542822853486
12.5,625.1793477269363
13.5,606.1919891611108
14.5,619.4258248198507
15.5,613.7264504678054
16.5,615.9210626035665
17.5,639.9909092600499
18.5,648.8401778724715
19.5,671.9798320899727
20.5,738.962160948754
21.5,719.7784613343607
22.5,671.6564314288094
23.5,603.3516165251872
